COG	Gene.ID	Locus.Tag	Gene.Product.Name	Genome.ID	Genome.Name	Batch1	Start.Coord	End.Coord	NCBI.Biosample.Accession	Gene_Product	Cat
	2654392070	Ga0104391_1238	Protein of unknown function (DUF2786)	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	5400	5738	SAMN05216513	NA	NA
	2654390019	Ga0104391_104217	Protein of unknown function (DUF2812)	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	239386	240066	SAMN05216513	NA	NA
	2654389732	Ga0104391_103183	Protein of unknown function (DUF2829)	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	203819	204040	SAMN05216513	NA	NA
	2654388909	Ga0104391_1018	Protein of unknown function (DUF2877)	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	7878	8741	SAMN05216513	NA	NA
	2654388920	Ga0104391_10119	Protein of unknown function (DUF2877)	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	24166	24987	SAMN05216513	NA	NA
	2654389840	Ga0104391_10438	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED/haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	37939	38289	SAMN05216513	NA	NA
	2654389839	Ga0104391_10437	Haloacid dehalogenase-like hydrolase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	37567	37869	SAMN05216513	NA	NA
	2654389524	Ga0104391_102302	HAMP domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	327549	329006	SAMN05216513	NA	NA
	2654390154	Ga0104391_105117	Heat induced stress protein YflT	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	129792	130295	SAMN05216513	NA	NA
	2654392152	Ga0104391_12611	Heavy-metal-associated domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	7716	7952	SAMN05216513	NA	NA
	2654392106	Ga0104391_12411	membrane protein YfhO	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	12786	14879	SAMN05216513	NA	NA
	2654390314	Ga0104391_10682	diamine N-acetyltransferase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	75956	76420	SAMN05216513	NA	NA
	2654392261	Ga0104391_13113	MerR HTH family regulatory protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	6796	7014	SAMN05216513	NA	NA
	2654389567	Ga0104391_10314	unsaturated chondroitin disaccharide hydrolase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	14630	15781	SAMN05216513	NA	NA
	2654389873	Ga0104391_10471	Helix-turn-helix	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	80677	80952	SAMN05216513	NA	NA
	2654389495	Ga0104391_102273	Protein of unknown function (DUF3788)	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	298331	298789	SAMN05216513	NA	NA
	2654389824	Ga0104391_10422	Helix-turn-helix	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	23938	24729	SAMN05216513	NA	NA
	2654391442	Ga0104391_11426	diguanylate cyclase (GGDEF) domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	31643	32752	SAMN05216513	NA	NA
	2654390567	Ga0104391_107136	Helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	127719	128642	SAMN05216513	NA	NA
	2654389414	Ga0104391_102191	Helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	208084	210297	SAMN05216513	NA	NA
	2654388959	Ga0104391_10160	Helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	68256	70397	SAMN05216513	NA	NA
	2654389908	Ga0104391_104106	Helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	121047	121295	SAMN05216513	NA	NA
	2654391830	Ga0104391_1196	Methyltransferase domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	3488	4201	SAMN05216513	NA	NA
	2654390880	Ga0104391_10978	Methyltransferase domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	74347	74949	SAMN05216513	NA	NA
	2654390086	Ga0104391_10549	protein of unknown function (DUF4809)	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	50915	51316	SAMN05216513	NA	NA
	2654391986	Ga0104391_12130	dihydroxyacetone kinase, C-terminal domain	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	30713	31318	SAMN05216513	NA	NA
	2654391931	Ga0104391_12038	protein of unknown function (DUF4828)	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	37830	38174	SAMN05216513	NA	NA
	2654390201	Ga0104391_105164	 anti-sigma-28 factor, FlgM family	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	172566	172841	SAMN05216513	NA	NA
	2654391586	Ga0104391_11575	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	75589	77064	SAMN05216513	NA	NA
	2654391330	Ga0104391_11316	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	18054	19502	SAMN05216513	NA	NA
	2654391605	Ga0104391_11616	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	15407	16900	SAMN05216513	NA	NA
	2654390449	Ga0104391_10717	DivIVA domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	13980	14390	SAMN05216513	NA	NA
	2654391536	Ga0104391_11525	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	21813	23318	SAMN05216513	NA	NA
	2654391500	Ga0104391_11484	DNA binding domain-containing protein, excisionase family	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	91187	91423	SAMN05216513	NA	NA
	2654391509	Ga0104391_11493	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	100450	101907	SAMN05216513	NA	NA
	2654389266	Ga0104391_10241	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	38951	40444	SAMN05216513	NA	NA
	2654391607	Ga0104391_11618	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	17517	18956	SAMN05216513	NA	NA
	2654389685	Ga0104391_103136	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	149468	150973	SAMN05216513	NA	NA
	2654391034	Ga0104391_11065	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	78056	79474	SAMN05216513	NA	NA
	2654389690	Ga0104391_103141	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	153459	154919	SAMN05216513	NA	NA
	2654389175	Ga0104391_101277	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	301815	303284	SAMN05216513	NA	NA
	2654390383	Ga0104391_106151	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	150010	151533	SAMN05216513	NA	NA
	2654391317	Ga0104391_1133	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	1869	2618	SAMN05216513	NA	NA
	2654389928	Ga0104391_104126	DNA polymerase-3 subunit epsilon	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	138044	138577	SAMN05216513	NA	NA
	2654390291	Ga0104391_10657	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	56138	57589	SAMN05216513	NA	NA
	2654390834	Ga0104391_10931	Mga helix-turn-helix domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	29965	31011	SAMN05216513	NA	NA
	2654390441	Ga0104391_1079	WxL domain surface cell wall-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	6409	7212	SAMN05216513	NA	NA
	2654389297	Ga0104391_10272	WxL domain surface cell wall-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	82276	85266	SAMN05216513	NA	NA
	2654390244	Ga0104391_10610	WxL domain surface cell wall-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	10987	11562	SAMN05216513	NA	NA
	2654389696	Ga0104391_103147	WxL domain surface cell wall-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	158971	159648	SAMN05216513	NA	NA
	2654389694	Ga0104391_103145	WxL domain surface cell wall-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	157373	158113	SAMN05216513	NA	NA
	2654389695	Ga0104391_103146	WxL domain surface cell wall-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	158125	158925	SAMN05216513	NA	NA
	2654390442	Ga0104391_10710	WxL domain surface cell wall-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	7254	8066	SAMN05216513	NA	NA
	2654389399	Ga0104391_102176	WxL domain surface cell wall-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	189304	191619	SAMN05216513	NA	NA
	2654390502	Ga0104391_10771	DNA transformation protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	67634	67891	SAMN05216513	NA	NA
	2654390901	Ga0104391_10999	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	94269	94472	SAMN05216513	NA	NA
	2654390914	Ga0104391_109112	DNA-3-methyladenine glycosylase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	109909	110397	SAMN05216513	NA	NA
	2654389010	Ga0104391_101111	MucBP domain-containing protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	121633	123939	SAMN05216513	NA	NA
	2654392283	Ga0104391_1364	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	2434	2634	SAMN05216513	NA	NA
	2654390654	Ga0104391_10824	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	25149	25358	SAMN05216513	NA	NA
	2654389737	Ga0104391_103188	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	206558	206977	SAMN05216513	NA	NA
	2654391625	Ga0104391_11636	xylose isomerase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	39484	40428	SAMN05216513	NA	NA
	2654391719	Ga0104391_11756	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	44971	46866	SAMN05216513	NA	NA
	2654390580	Ga0104391_107149	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	141748	142413	SAMN05216513	NA	NA
	2654392042	Ga0104391_12231	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	33514	34065	SAMN05216513	NA	NA
	2654392139	Ga0104391_12523	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	26610	27122	SAMN05216513	NA	NA
	2654389079	Ga0104391_101180	YibE/F-like protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	200775	201536	SAMN05216513	NA	NA
	2654389121	Ga0104391_101223	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	240940	241272	SAMN05216513	NA	NA
	2654390066	Ga0104391_10529	YidC/Oxa1 family membrane protein insertase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	29507	30331	SAMN05216513	NA	NA
	2654390978	Ga0104391_1109	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	7483	8745	SAMN05216513	NA	NA
	2654389391	Ga0104391_102167	YKOF-related Family	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	180347	180970	SAMN05216513	NA	NA
	2654391845	Ga0104391_11921	ykoK leader	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	19489	19664	SAMN05216513	NA	NA
	2654389917	Ga0104391_104115	MutS domain V	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	129536	131185	SAMN05216513	NA	NA
	2654389034	Ga0104391_101135	YrhK-like protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	146394	146738	SAMN05216513	NA	NA
	2654391774	Ga0104391_11812	yybP-ykoY leader	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	11702	11806	SAMN05216513	NA	NA
	2654392105	Ga0104391_12410	N-acetylmuramoyl-L-alanine amidase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	10981	12006	SAMN05216513	NA	NA
	2654392058	Ga0104391_12247	N-acetylmuramoyl-L-alanine amidase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	41521	42336	SAMN05216513	NA	NA
	2654390575	Ga0104391_107144	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	136359	136610	SAMN05216513	NA	NA
	2654389059	Ga0104391_101160	FAD-NAD(P)-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	173773	175614	SAMN05216513	NA	NA
	2654388944	Ga0104391_10143	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	52478	52930	SAMN05216513	NA	NA
	2654391864	Ga0104391_11940	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	35274	35633	SAMN05216513	NA	NA
	2654392094	Ga0104391_12332	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	31126	32022	SAMN05216513	NA	NA
	2654389113	Ga0104391_101215	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	236137	236325	SAMN05216513	NA	NA
	2654392052	Ga0104391_12241	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	37231	39969	SAMN05216513	NA	NA
	2654389427	Ga0104391_102204	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	223146	223373	SAMN05216513	NA	NA
	2654390507	Ga0104391_10776	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	72393	73241	SAMN05216513	NA	NA
	2654389441	Ga0104391_102218	Aromatic acid exporter family member 1	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	239215	239814	SAMN05216513	NA	NA
	2654390893	Ga0104391_10991	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	86090	86248	SAMN05216513	NA	NA
	2654391350	Ga0104391_11336	NAD(P)H-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	40657	41292	SAMN05216513	NA	NA
	2654390282	Ga0104391_10648	NAD(P)H-binding	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	47022	47582	SAMN05216513	NA	NA
	2654390404	Ga0104391_106172	 SSU ribosomal protein S21P	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	175647	175823	SAMN05216513	NA	NA
	2654392073	Ga0104391_12311	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	6413	6574	SAMN05216513	NA	NA
	2654391377	Ga0104391_11364	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	66797	67162	SAMN05216513	NA	NA
	2654389455	Ga0104391_102233	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	253021	253407	SAMN05216513	NA	NA
	2654391577	Ga0104391_11566	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	64943	65260	SAMN05216513	NA	NA
	2654390862	Ga0104391_10960	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	53873	53962	SAMN05216513	NA	NA
	2654392157	Ga0104391_12616	phosphatidylglycerol:prolipoprotein diacylglycerol transferase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	11772	12185	SAMN05216513	NA	NA
	2654389202	Ga0104391_101304	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	330456	332756	SAMN05216513	NA	NA
	2654390174	Ga0104391_105137	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	150459	151823	SAMN05216513	NA	NA
	2654391538	Ga0104391_11527	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	25144	25296	SAMN05216513	NA	NA
	2654392075	Ga0104391_12313	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	7602	7781	SAMN05216513	NA	NA
	2654392202	Ga0104391_1288	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	8005	8274	SAMN05216513	NA	NA
	2654390574	Ga0104391_107143	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	135792	136145	SAMN05216513	NA	NA
	2654390017	Ga0104391_104215	 thioredoxin	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	238476	238790	SAMN05216513	NA	NA
	2654390995	Ga0104391_11026	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	26990	27115	SAMN05216513	NA	NA
	2654389060	Ga0104391_101161	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	175652	176647	SAMN05216513	NA	NA
	2654391776	Ga0104391_11814	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	14732	15160	SAMN05216513	NA	NA
	2654389157	Ga0104391_101259	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	282785	283144	SAMN05216513	NA	NA
	2654390645	Ga0104391_10815	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	18582	18731	SAMN05216513	NA	NA
	2654390513	Ga0104391_10782	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	76813	77100	SAMN05216513	NA	NA
	2654389095	Ga0104391_101196	niacin transporter	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	218251	218862	SAMN05216513	NA	NA
	2654391304	Ga0104391_11299	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	98882	99022	SAMN05216513	NA	NA
	2654391159	Ga0104391_11166	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	69115	69729	SAMN05216513	NA	NA
	2654390877	Ga0104391_10975	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	72592	72891	SAMN05216513	NA	NA
	2654391339	Ga0104391_11325	 transcriptional antiterminator, BglG family	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	26732	27574	SAMN05216513	NA	NA
	2654389302	Ga0104391_10277	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	89541	90233	SAMN05216513	NA	NA
	2654391367	Ga0104391_11354	 transcriptional antiterminator, BglG family	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	57611	58453	SAMN05216513	NA	NA
	2654390598	Ga0104391_107167	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	160705	161034	SAMN05216513	NA	NA
	2654391784	Ga0104391_11822	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	24746	24907	SAMN05216513	NA	NA
	2654389220	Ga0104391_101322	 transcriptional antiterminator, BglG family	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	368017	368856	SAMN05216513	NA	NA
	2654392210	Ga0104391_12816	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	14711	15337	SAMN05216513	NA	NA
	2654390278	Ga0104391_10644	 transcriptional antiterminator, BglG family	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	44008	44856	SAMN05216513	NA	NA
	2654390237	Ga0104391_1063	 transcriptional antiterminator, BglG family	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	2453	3295	SAMN05216513	NA	NA
	2654391687	Ga0104391_11723	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	17059	17334	SAMN05216513	NA	NA
	2654391508	Ga0104391_11492	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	99632	99970	SAMN05216513	NA	NA
	2654389823	Ga0104391_10421	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	23221	23889	SAMN05216513	NA	NA
	2654389004	Ga0104391_101105	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	114415	115026	SAMN05216513	NA	NA
	2654391606	Ga0104391_11617	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	17111	17539	SAMN05216513	NA	NA
	2654390579	Ga0104391_107148	Nucleoside 2-deoxyribosyltransferase	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	141262	141747	SAMN05216513	NA	NA
	2654389117	Ga0104391_101219	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	238196	238567	SAMN05216513	NA	NA
	2654390505	Ga0104391_10774	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	70983	71621	SAMN05216513	NA	NA
	2654392258	Ga0104391_13110	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	5354	5569	SAMN05216513	NA	NA
	2654390664	Ga0104391_10834	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	36860	37333	SAMN05216513	NA	NA
	2654391609	Ga0104391_11620	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	21140	25780	SAMN05216513	NA	NA
	2654391728	Ga0104391_11765	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	55085	55366	SAMN05216513	NA	NA
	2654392081	Ga0104391_12319	Nucleotidyl transferase AbiEii toxin, Type IV TA system	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	15739	16638	SAMN05216513	NA	NA
	2654391308	Ga0104391_112103	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	102414	103112	SAMN05216513	NA	NA
	2654392199	Ga0104391_1285	hypothetical protein	2651870318	Enterococcus casseliflavus NLAE-zl-C414	3	3300	3446	SAMN05216513	NA	NA
