COG	Cat	COG_Annotation	Gene_ID	Locus_Tag	Gene_Product_Name	Genome_ID	Genome_Name	Start_Coord	End_Coord
COG0017	J	Aspartyl/asparaginyl-tRNA_synthetase	8045534253	Ga0611950_01_406086_407420	asparaginyl-tRNA_synthetase	8045533857	Enterococcus_faecalis_Wae7	406086	407420
COG0018	J	Arginyl-tRNA_synthetase	8045534165	Ga0611950_01_310328_312019	arginyl-tRNA_synthetase	8045533857	Enterococcus_faecalis_Wae7	310328	312019
COG0019	E	Diaminopimelate_decarboxylase	8045534844	Ga0611950_01_1033902_1035194	diaminopimelate_decarboxylase	8045533857	Enterococcus_faecalis_Wae7	1033902	1035194
COG0020	I	Undecaprenyl_pyrophosphate_synthase	8045534142	Ga0611950_01_284125_284940	undecaprenyl_diphosphate_synthase	8045533857	Enterococcus_faecalis_Wae7	284125	284940
COG0021	G	Transketolase	8045534767	Ga0611950_01_954994_956988	transketolase	8045533857	Enterococcus_faecalis_Wae7	954994	956988
COG0022	C	Pyruvate/2-oxoglutarate/acetoin_dehydrogenase_complex,_dehydrogenase_(E1)_component	8045534692	Ga0611950_01_873250_874236	2-oxoisovalerate_dehydrogenase_E1_component_beta_subunit	8045533857	Enterococcus_faecalis_Wae7	873250	874236
COG0022	C	Pyruvate/2-oxoglutarate/acetoin_dehydrogenase_complex,_dehydrogenase_(E1)_component	8045534925	Ga0611950_01_1120331_1121308	pyruvate_dehydrogenase_E1_component_beta_subunit	8045533857	Enterococcus_faecalis_Wae7	1120331	1121308
COG0024	J	Methionine_aminopeptidase	8045534319	Ga0611950_01_483797_484561	methionyl_aminopeptidase	8045533857	Enterococcus_faecalis_Wae7	483797	484561
COG0025	P	NhaP-type_Na+/H+_or_K+/H+_antiporter	8045534774	Ga0611950_01_962757_964811	Na+/H+_antiporter	8045533857	Enterococcus_faecalis_Wae7	962757	964811
COG0026	F	Phosphoribosylaminoimidazole_carboxylase_(NCAIR_synthetase)	8045534566	Ga0611950_01_753897_755021	5-(carboxyamino)imidazole_ribonucleotide_synthase	8045533857	Enterococcus_faecalis_Wae7	753897	755021
COG0026	F	Phosphoribosylaminoimidazole_carboxylase_(NCAIR_synthetase)	8045534262	Ga0611950_01_413433_414548	5-(carboxyamino)imidazole_ribonucleotide_synthase	8045533857	Enterococcus_faecalis_Wae7	413433	414548
COG0028	E H	Acetolactate_synthase_large_subunit_or_other_thiamine_pyrophosphate-requiring_enzyme	8045535067	Ga0611950_01_1268244_1269896	acetolactate_synthase-1/2/3_large_subunit	8045533857	Enterococcus_faecalis_Wae7	1268244	1269896
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8045536097	Ga0611950_04_164377_165264	16S_rRNA_(adenine1518-N6/adenine1519-N6)-dimethyltransferase	8045533857	Enterococcus_faecalis_Wae7	164377	165264
COG0031	E	Cysteine_synthase	8045535620	Ga0611950_03_20281_21198	cysteine_synthase_A	8045533857	Enterococcus_faecalis_Wae7	20281	21198
COG0031	E	Cysteine_synthase	8045534764	Ga0611950_01_951376_952308	cysteine_synthase_A	8045533857	Enterococcus_faecalis_Wae7	951376	952308
COG0034	F	Glutamine_phosphoribosylpyrophosphate_amidotransferase	8045534571	Ga0611950_01_759018_760457	amidophosphoribosyltransferase	8045533857	Enterococcus_faecalis_Wae7	759018	760457
COG0035	F	Uracil_phosphoribosyltransferase	8045534123	Ga0611950_01_266599_267228	uracil_phosphoribosyltransferase	8045533857	Enterococcus_faecalis_Wae7	266599	267228
COG0036	G	Pentose-5-phosphate-3-epimerase	8045535380	Ga0611950_02_142355_143008	ribulose-phosphate_3-epimerase	8045533857	Enterococcus_faecalis_Wae7	142355	143008
COG0036	G	Pentose-5-phosphate-3-epimerase	8045534828	Ga0611950_01_1017312_1018001	D-allulose-6-phosphate_3-epimerase	8045533857	Enterococcus_faecalis_Wae7	1017312	1018001
COG0037	J	tRNA(Ile)-lysidine_synthase_TilS/MesJ	8045536462	Ga0611950_05_250799_252187	tRNA(Ile)-lysidine_synthase	8045533857	Enterococcus_faecalis_Wae7	250799	252187
COG0038	P	H+/Cl-_antiporter_ClcA	8045534170	Ga0611950_01_313716_314981	H+/Cl-_antiporter_ClcA	8045533857	Enterococcus_faecalis_Wae7	313716	314981
COG0038	P	H+/Cl-_antiporter_ClcA	8045535837	Ga0611950_03_245868_247427	H+/Cl-_antiporter_ClcA	8045533857	Enterococcus_faecalis_Wae7	245868	247427
COG0039	C	Malate/lactate_dehydrogenase	8045536455	Ga0611950_05_242128_243120	L-lactate_dehydrogenase	8045533857	Enterococcus_faecalis_Wae7	242128	243120
COG0039	C	Malate/lactate_dehydrogenase	8045535760	Ga0611950_03_167370_168323	L-lactate_dehydrogenase	8045533857	Enterococcus_faecalis_Wae7	167370	168323
COG0041	F	Phosphoribosylcarboxyaminoimidazole_(NCAIR)_mutase	8045534565	Ga0611950_01_753416_753904	5-(carboxyamino)imidazole_ribonucleotide_mutase	8045533857	Enterococcus_faecalis_Wae7	753416	753904
COG0042	J	tRNA-dihydrouridine_synthase	8045535295	Ga0611950_02_59200_60174	tRNA-dihydrouridine_synthase	8045533857	Enterococcus_faecalis_Wae7	59200	60174
COG0042	J	tRNA-dihydrouridine_synthase	8045536466	Ga0611950_05_256071_257069	nifR3_family_TIM-barrel_protein	8045533857	Enterococcus_faecalis_Wae7	256071	257069
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8045535490	Ga0611950_02_265839_267203	allantoinase	8045533857	Enterococcus_faecalis_Wae7	265839	267203
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8045534634	Ga0611950_01_817840_819123	dihydroorotase	8045533857	Enterococcus_faecalis_Wae7	817840	819123
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8045534095	Ga0611950_01_233971_235344	dihydropyrimidinase	8045533857	Enterococcus_faecalis_Wae7	233971	235344
COG0046	F	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_synthetase_domain	8045534570	Ga0611950_01_756823_759042	phosphoribosylformylglycinamidine_synthase_II	8045533857	Enterococcus_faecalis_Wae7	756823	759042
COG0047	F	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_glutamine_amidotransferase_domain	8045534569	Ga0611950_01_756152_756826	phosphoribosylformylglycinamidine_synthase_I	8045533857	Enterococcus_faecalis_Wae7	756152	756826
COG0048	J	Ribosomal_protein_S12	8045536400	Ga0611950_05_202119_202532	small_subunit_ribosomal_protein_S12	8045533857	Enterococcus_faecalis_Wae7	202119	202532
COG0049	J	Ribosomal_protein_S7	8045536401	Ga0611950_05_202588_203058	small_subunit_ribosomal_protein_S7	8045533857	Enterococcus_faecalis_Wae7	202588	203058
COG0050	J	Translation_elongation_factor_EF-Tu,_a_GTPase	8045536403	Ga0611950_05_205374_206561	elongation_factor_Tu	8045533857	Enterococcus_faecalis_Wae7	205374	206561
COG0051	J	Ribosomal_protein_S10	8045536406	Ga0611950_05_209354_209662	small_subunit_ribosomal_protein_S10	8045533857	Enterococcus_faecalis_Wae7	209354	209662
COG0052	J	Ribosomal_protein_S2	8045534231	Ga0611950_01_375161_375946	small_subunit_ribosomal_protein_S2	8045533857	Enterococcus_faecalis_Wae7	375161	375946
COG0053	P	Divalent_metal_cation_(Fe/Co/Zn/Cd)_transporter	8045536024	Ga0611950_04_83023_84192	cation_diffusion_facilitator_family_transporter	8045533857	Enterococcus_faecalis_Wae7	83023	84192
COG0053	P	Divalent_metal_cation_(Fe/Co/Zn/Cd)_transporter	8045535611	Ga0611950_03_12823_13758	cation_diffusion_facilitator_family_transporter	8045533857	Enterococcus_faecalis_Wae7	12823	13758
COG0055	C	FoF1-type_ATP_synthase,_beta_subunit	8045534069	Ga0611950_01_205193_206599	F-type_H+-transporting_ATPase_subunit_beta	8045533857	Enterococcus_faecalis_Wae7	205193	206599
COG0056	C	FoF1-type_ATP_synthase,_alpha_subunit	8045534067	Ga0611950_01_202639_204195	F-type_H+-transporting_ATPase_subunit_alpha	8045533857	Enterococcus_faecalis_Wae7	202639	204195
COG0057	G	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	8045534820	Ga0611950_01_1005725_1006735	glyceraldehyde_3-phosphate_dehydrogenase	8045533857	Enterococcus_faecalis_Wae7	1005725	1006735
COG0057	G	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	8045534430	Ga0611950_01_608600_609601	glyceraldehyde_3-phosphate_dehydrogenase	8045533857	Enterococcus_faecalis_Wae7	608600	609601
COG0060	J	Isoleucyl-tRNA_synthetase	8045536170	Ga0611950_04_229170_231950	isoleucyl-tRNA_synthetase	8045533857	Enterococcus_faecalis_Wae7	229170	231950
COG0061	H	NAD_kinase	8045534014	Ga0611950_01_150568_151365	NAD+_kinase	8045533857	Enterococcus_faecalis_Wae7	150568	151365
COG0063	F	NAD(P)H-hydrate_repair_enzyme_Nnr,_NAD(P)H-hydrate_dehydratase_domain	8045534563	Ga0611950_01_751353_752228	ADP-dependent_NAD(P)H-hydrate_dehydratase	8045533857	Enterococcus_faecalis_Wae7	751353	752228
COG0064	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_B_subunit	8045535843	Ga0611950_03_254362_255792	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln)_amidotransferase_subunit_B	8045533857	Enterococcus_faecalis_Wae7	254362	255792
COG0072	J	Phenylalanyl-tRNA_synthetase_beta_subunit	8045535161	Ga0611950_01_1357743_1360166	phenylalanyl-tRNA_synthetase_beta_chain	8045533857	Enterococcus_faecalis_Wae7	1357743	1360166
COG0073	J	tRNA-binding_EMAP/Myf_domain	8045535458	Ga0611950_02_221840_222460	tRNA-binding_protein	8045533857	Enterococcus_faecalis_Wae7	221840	222460
COG0074	C	Succinyl-CoA_synthetase,_alpha_subunit	8045535474	Ga0611950_02_244909_246468	FdrA_protein	8045533857	Enterococcus_faecalis_Wae7	244909	246468
COG0074	C	Succinyl-CoA_synthetase,_alpha_subunit	8045535656	Ga0611950_03_58989_62000	succinyl-CoA_synthetase_alpha_subunit	8045533857	Enterococcus_faecalis_Wae7	58989	62000
COG0075	E F	Archaeal_aspartate_aminotransferase_or_a_related_aminotransferase,_includes_purine_catabolism_protein_PucG	8045535494	Ga0611950_02_271330_272538	(S)-ureidoglycine-glyoxylate_aminotransferase	8045533857	Enterococcus_faecalis_Wae7	271330	272538
COG0076	E	Glutamate_or_tyrosine_decarboxylase_or_a_related_PLP-dependent_protein	8045535753	Ga0611950_03_159793_161655	tyrosine_decarboxylase	8045533857	Enterococcus_faecalis_Wae7	159793	161655
COG0077	E	Prephenate_dehydratase	8045534780	Ga0611950_01_968373_969221	prephenate_dehydratase	8045533857	Enterococcus_faecalis_Wae7	968373	969221
COG0078	E	Ornithine_carbamoyltransferase	8045536354	Ga0611950_05_153832_154851	ornithine_carbamoyltransferase	8045533857	Enterococcus_faecalis_Wae7	153832	154851
COG0078	E	Ornithine_carbamoyltransferase	8045535849	Ga0611950_03_260488_261507	putrescine_carbamoyltransferase	8045533857	Enterococcus_faecalis_Wae7	260488	261507
COG0078	E	Ornithine_carbamoyltransferase	8045534098	Ga0611950_01_237916_239109	knotted_carbamoyltransferase_YgeW	8045533857	Enterococcus_faecalis_Wae7	237916	239109
COG0080	J	Ribosomal_protein_L11	8045533971	Ga0611950_01_103879_104301	large_subunit_ribosomal_protein_L11	8045533857	Enterococcus_faecalis_Wae7	103879	104301
COG0081	J	Ribosomal_protein_L1	8045533972	Ga0611950_01_104413_105102	large_subunit_ribosomal_protein_L1	8045533857	Enterococcus_faecalis_Wae7	104413	105102
COG0082	E	Chorismate_synthase	8045534784	Ga0611950_01_972176_973342	chorismate_synthase	8045533857	Enterococcus_faecalis_Wae7	972176	973342
COG0083	E	Homoserine_kinase	8045534213	Ga0611950_01_359285_360148	homoserine_kinase	8045533857	Enterococcus_faecalis_Wae7	359285	360148
COG0084	N	Tat_protein_secretion_system_quality_control_protein_TatD_(DNase_activity)	8045536095	Ga0611950_04_163007_163777	TatD_DNase_family_protein	8045533857	Enterococcus_faecalis_Wae7	163007	163777
COG0085	K	DNA-directed_RNA_polymerase,_beta_subunit/140_kD_subunit	8045535272	Ga0611950_02_29973_33587	DNA-directed_RNA_polymerase_subunit_beta	8045533857	Enterococcus_faecalis_Wae7	29973	33587
COG0086	K	DNA-directed_RNA_polymerase,_beta'_subunit/160_kD_subunit	8045535273	Ga0611950_02_33754_37407	DNA-directed_RNA_polymerase_subunit_beta'	8045533857	Enterococcus_faecalis_Wae7	33754	37407
COG0087	J	Ribosomal_protein_L3	8045536407	Ga0611950_05_209684_210313	large_subunit_ribosomal_protein_L3	8045533857	Enterococcus_faecalis_Wae7	209684	210313
COG0088	J	Ribosomal_protein_L4	8045536408	Ga0611950_05_210339_210962	large_subunit_ribosomal_protein_L4	8045533857	Enterococcus_faecalis_Wae7	210339	210962
COG0089	J	Ribosomal_protein_L23	8045536409	Ga0611950_05_210962_211252	large_subunit_ribosomal_protein_L23	8045533857	Enterococcus_faecalis_Wae7	210962	211252
COG0090	J	Ribosomal_protein_L2	8045536410	Ga0611950_05_211292_212122	large_subunit_ribosomal_protein_L2	8045533857	Enterococcus_faecalis_Wae7	211292	212122
COG0091	J	Ribosomal_protein_L22	8045536412	Ga0611950_05_212465_212812	large_subunit_ribosomal_protein_L22	8045533857	Enterococcus_faecalis_Wae7	212465	212812
COG0092	J	Ribosomal_protein_S3	8045536413	Ga0611950_05_212879_213535	small_subunit_ribosomal_protein_S3	8045533857	Enterococcus_faecalis_Wae7	212879	213535
COG0093	J	Ribosomal_protein_L14	8045536417	Ga0611950_05_214498_214866	large_subunit_ribosomal_protein_L14	8045533857	Enterococcus_faecalis_Wae7	214498	214866
COG0094	J	Ribosomal_protein_L5	8045536419	Ga0611950_05_215239_215778	large_subunit_ribosomal_protein_L5	8045533857	Enterococcus_faecalis_Wae7	215239	215778
COG0095	H	Lipoate-protein_ligase_A	8045535134	Ga0611950_01_1334796_1335647	octanoyl-[GcvH]:protein_N-octanoyltransferase	8045533857	Enterococcus_faecalis_Wae7	1334796	1335647
COG0095	H	Lipoate-protein_ligase_A	8045535768	Ga0611950_03_173520_174533	lipoate-protein_ligase_A	8045533857	Enterococcus_faecalis_Wae7	173520	174533
COG0095	H	Lipoate-protein_ligase_A	8045533948	Ga0611950_01_81742_82746	lipoate-protein_ligase_A	8045533857	Enterococcus_faecalis_Wae7	81742	82746
COG0096	J	Ribosomal_protein_S8	8045536421	Ga0611950_05_216018_216416	small_subunit_ribosomal_protein_S8	8045533857	Enterococcus_faecalis_Wae7	216018	216416
COG0097	J	Ribosomal_protein_L6P/L9E	8045536422	Ga0611950_05_216448_216984	large_subunit_ribosomal_protein_L6	8045533857	Enterococcus_faecalis_Wae7	216448	216984
COG0098	J	Ribosomal_protein_S5	8045536424	Ga0611950_05_217522_218022	small_subunit_ribosomal_protein_S5	8045533857	Enterococcus_faecalis_Wae7	217522	218022
COG0099	J	Ribosomal_protein_S13	8045536431	Ga0611950_05_221338_221703	small_subunit_ribosomal_protein_S13	8045533857	Enterococcus_faecalis_Wae7	221338	221703
COG0100	J	Ribosomal_protein_S11	8045536432	Ga0611950_05_221731_222120	small_subunit_ribosomal_protein_S11	8045533857	Enterococcus_faecalis_Wae7	221731	222120
COG0101	J	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	8045535467	Ga0611950_02_235409_236149	tRNA_pseudouridine38-40_synthase	8045533857	Enterococcus_faecalis_Wae7	235409	236149
COG0101	J	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	8045536441	Ga0611950_05_228960_229709	tRNA_pseudouridine38-40_synthase	8045533857	Enterococcus_faecalis_Wae7	228960	229709
COG0102	J	Ribosomal_protein_L13	8045535279	Ga0611950_02_41398_41841	large_subunit_ribosomal_protein_L13	8045533857	Enterococcus_faecalis_Wae7	41398	41841
COG0103	J	Ribosomal_protein_S9	8045535280	Ga0611950_02_41855_42247	small_subunit_ribosomal_protein_S9	8045533857	Enterococcus_faecalis_Wae7	41855	42247
COG0104	F	Adenylosuccinate_synthase	8045536277	Ga0611950_05_62352_63644	adenylosuccinate_synthase	8045533857	Enterococcus_faecalis_Wae7	62352	63644
COG0105	F	Nucleoside_diphosphate_kinase	8045536203	Ga0611950_04_266648_266878	nucleoside_diphosphate_kinase	8045533857	Enterococcus_faecalis_Wae7	266648	266878
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8045535212	Ga0611950_01_1410567_1411205	maltose_O-acetyltransferase	8045533857	Enterococcus_faecalis_Wae7	1410567	1411205
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8045535529	Ga0611950_02_307733_308314	acetyltransferase-like_isoleucine_patch_superfamily_enzyme	8045533857	Enterococcus_faecalis_Wae7	307733	308314
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8045535182	Ga0611950_01_1382421_1383332	acetyltransferase-like_isoleucine_patch_superfamily_enzyme	8045533857	Enterococcus_faecalis_Wae7	1382421	1383332
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	8045535568	Ga0611950_02_349838_350800	phosphoglycerate_dehydrogenase-like_enzyme	8045533857	Enterococcus_faecalis_Wae7	349838	350800
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	8045535358	Ga0611950_02_121074_122075	phosphoglycerate_dehydrogenase-like_enzyme	8045533857	Enterococcus_faecalis_Wae7	121074	122075
COG0112	E	Glycine/serine_hydroxymethyltransferase	8045534122	Ga0611950_01_265229_266467	glycine_hydroxymethyltransferase	8045533857	Enterococcus_faecalis_Wae7	265229	266467
COG0115	E H	Branched-chain_amino_acid_aminotransferase/4-amino-4-deoxychorismate_lyase	8045534560	Ga0611950_01_748077_749096	branched-chain_amino_acid_aminotransferase	8045533857	Enterococcus_faecalis_Wae7	748077	749096
COG0116	J	23S_rRNA_G2445_N2-methylase_RlmL	8045535125	Ga0611950_01_1325386_1326549	putative_N6-adenine-specific_DNA_methylase	8045533857	Enterococcus_faecalis_Wae7	1325386	1326549
COG0120	G	Ribose_5-phosphate_isomerase	8045536399	Ga0611950_05_201094_201774	ribose_5-phosphate_isomerase_A	8045533857	Enterococcus_faecalis_Wae7	201094	201774
COG0124	J	Histidyl-tRNA_synthetase	8045534423	Ga0611950_01_600947_602248	histidyl-tRNA_synthetase	8045533857	Enterococcus_faecalis_Wae7	600947	602248
COG0125	F	Thymidylate_kinase	8045533926	Ga0611950_01_59970_60608	dTMP_kinase	8045533857	Enterococcus_faecalis_Wae7	59970	60608
COG0125	F	Thymidylate_kinase	8045535205	Ga0611950_01_1403653_1404147	thymidylate_kinase	8045533857	Enterococcus_faecalis_Wae7	1403653	1404147
COG0126	G	3-phosphoglycerate_kinase	8045534431	Ga0611950_01_609728_610921	phosphoglycerate_kinase	8045533857	Enterococcus_faecalis_Wae7	609728	610921
COG0127	F	Inosine/xanthosine_triphosphate_pyrophosphatase,_all-alpha_NTP-PPase_family	8045536490	Ga0611950_06_23046_23639	XTP/dITP_diphosphohydrolase	8045533857	Enterococcus_faecalis_Wae7	23046	23639
COG0127	F	Inosine/xanthosine_triphosphate_pyrophosphatase,_all-alpha_NTP-PPase_family<<>>COG0689	8045535155	Ga0611950_01_1352076_1353431	ribonuclease_PH	8045533857	Enterococcus_faecalis_Wae7	1352076	1353431
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	8045535196	Ga0611950_01_1397837_1398142	5-enolpyruvylshikimate-3-phosphate_synthase	8045533857	Enterococcus_faecalis_Wae7	1397837	1398142
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	8045534782	Ga0611950_01_969755_971035	3-phosphoshikimate_1-carboxyvinyltransferase	8045533857	Enterococcus_faecalis_Wae7	969755	971035
COG0130	J	tRNA_U55_pseudouridine_synthase_TruB,_may_also_work_on_U342_of_tmRNA	8045534988	Ga0611950_01_1188213_1189133	tRNA_pseudouridine55_synthase	8045533857	Enterococcus_faecalis_Wae7	1188213	1189133
COG0136	E	Aspartate-semialdehyde_dehydrogenase	8045535096	Ga0611950_01_1298098_1299165	aspartate-semialdehyde_dehydrogenase	8045533857	Enterococcus_faecalis_Wae7	1298098	1299165
COG0138	F	AICAR_transformylase/IMP_cyclohydrolase_PurH	8045534574	Ga0611950_01_762056_763597	phosphoribosylaminoimidazolecarboxamide_formyltransferase/IMP_cyclohydrolase	8045533857	Enterococcus_faecalis_Wae7	762056	763597
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8045536146	Ga0611950_04_206197_207078	geranylgeranyl_diphosphate_synthase_type_II	8045533857	Enterococcus_faecalis_Wae7	206197	207078
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8045534395	Ga0611950_01_573284_574264	heptaprenyl_diphosphate_synthase	8045533857	Enterococcus_faecalis_Wae7	573284	574264
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8045535248	Ga0611950_02_1018_2004	heptaprenyl_diphosphate_synthase	8045533857	Enterococcus_faecalis_Wae7	1018	2004
COG0143	J	Methionyl-tRNA_synthetase<<>>COG0073	8045536092	Ga0611950_04_157489_159498	methionyl-tRNA_synthetase	8045533857	Enterococcus_faecalis_Wae7	157489	159498
COG0144	J	16S_rRNA_C967_or_C1407_C5-methylase,_RsmB/RsmF_family	8045535376	Ga0611950_02_136906_138285	16S_rRNA_(cytosine967-C5)-methyltransferase	8045533857	Enterococcus_faecalis_Wae7	136906	138285
COG0145	E Q	N-methylhydantoinase_A/oxoprolinase/acetone_carboxylase,_beta_subunit	8045536481	Ga0611950_06_15110_16663	N-methylhydantoinase_A/oxoprolinase/acetone_carboxylase_beta_subunit	8045533857	Enterococcus_faecalis_Wae7	15110	16663
COG0148	G	Enolase	8045534433	Ga0611950_01_611857_613155	enolase	8045533857	Enterococcus_faecalis_Wae7	611857	613155
COG0149	G	Triosephosphate_isomerase	8045534432	Ga0611950_01_610970_611725	triosephosphate_isomerase	8045533857	Enterococcus_faecalis_Wae7	610970	611725
COG0150	F	Phosphoribosylaminoimidazole_(AIR)_synthetase	8045534572	Ga0611950_01_760459_761490	phosphoribosylformylglycinamidine_cyclo-ligase	8045533857	Enterococcus_faecalis_Wae7	760459	761490
COG0151	F	Phosphoribosylamine-glycine_ligase	8045534575	Ga0611950_01_763616_764863	phosphoribosylamine--glycine_ligase	8045533857	Enterococcus_faecalis_Wae7	763616	764863
COG0152	F	Phosphoribosylaminoimidazole-succinocarboxamide_synthase	8045534567	Ga0611950_01_755173_755886	phosphoribosylaminoimidazole-succinocarboxamide_synthase	8045533857	Enterococcus_faecalis_Wae7	755173	755886
COG0153	G	Galactokinase	8045535209	Ga0611950_01_1407749_1408912	galactokinase	8045533857	Enterococcus_faecalis_Wae7	1407749	1408912
COG0154	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_A_subunit_or_related_amidase	8045535842	Ga0611950_03_252893_254362	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln)_amidotransferase_subunit_A	8045533857	Enterococcus_faecalis_Wae7	252893	254362
COG0154	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_A_subunit_or_related_amidase	8045535504	Ga0611950_02_280979_282427	amidase	8045533857	Enterococcus_faecalis_Wae7	280979	282427
COG0154	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_A_subunit_or_related_amidase	8045536200	Ga0611950_04_262560_264809	Asp-tRNA(Asn)/Glu-tRNA(Gln)_amidotransferase_A_subunit_family_amidase	8045533857	Enterococcus_faecalis_Wae7	262560	264809
COG0154	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_A_subunit_or_related_amidase	8045535853	Ga0611950_03_265178_266764	amidase	8045533857	Enterococcus_faecalis_Wae7	265178	266764
COG0162	J	Tyrosyl-tRNA_synthetase	8045535752	Ga0611950_03_158238_159494	tyrosyl-tRNA_synthetase	8045533857	Enterococcus_faecalis_Wae7	158238	159494
COG0162	J	Tyrosyl-tRNA_synthetase	8045534614	Ga0611950_01_800224_801486	tyrosyl-tRNA_synthetase	8045533857	Enterococcus_faecalis_Wae7	800224	801486
COG0164	L	Ribonuclease_HII	8045534698	Ga0611950_01_879900_880667	ribonuclease_HII	8045533857	Enterococcus_faecalis_Wae7	879900	880667
COG0166	G	Glucose-6-phosphate_isomerase	8045534862	Ga0611950_01_1051471_1052820	glucose-6-phosphate_isomerase	8045533857	Enterococcus_faecalis_Wae7	1051471	1052820
COG0167	F	Dihydroorotate_dehydrogenase	8045534638	Ga0611950_01_824283_825221	dihydroorotate_dehydrogenase_(NAD+)_catalytic_subunit	8045533857	Enterococcus_faecalis_Wae7	824283	825221
COG0167	F	Dihydroorotate_dehydrogenase	8045535616	Ga0611950_03_17202_18137	dihydroorotate_dehydrogenase_(fumarate)	8045533857	Enterococcus_faecalis_Wae7	17202	18137
COG0168	P	Trk-type_K+_transport_system,_membrane_component	8045535626	Ga0611950_03_27032_28399	trk_system_potassium_uptake_protein_TrkH	8045533857	Enterococcus_faecalis_Wae7	27032	28399
COG0168	P	Trk-type_K+_transport_system,_membrane_component	8045534116	Ga0611950_01_258063_259478	Trk-type_K+_transport_system_membrane_component	8045533857	Enterococcus_faecalis_Wae7	258063	259478
COG0169	E	Shikimate_5-dehydrogenase	8045534787	Ga0611950_01_975505_976371	shikimate_dehydrogenase	8045533857	Enterococcus_faecalis_Wae7	975505	976371
