COG	Cat	COG_Annotation	Gene_ID	Locus_Tag	Gene_Product_Name	Genome_ID	Genome_Name	Start_Coord	End_Coord
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	2896667301	Ga0263518_01_20691_21638	phosphoglycerate_dehydrogenase-like_enzyme	2896667277	Enterococcus_faecium_16-346	20691	21638
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	2896667960	Ga0263518_01_614264_615265	phosphoglycerate_dehydrogenase-like_enzyme	2896667277	Enterococcus_faecium_16-346	614264	615265
COG0115	E_H	Branched-chain_amino_acid_aminotransferase/4-amino-4-deoxychorismate_lyase	2896667729	Ga0263518_01_413193_414206	branched-chain_amino_acid_aminotransferase	2896667277	Enterococcus_faecium_16-346	413193	414206
COG0116	J	23S_rRNA_G2445_N2-methylase_RlmL	2896667765	Ga0263518_01_445945_446922	putative_N6-adenine-specific_DNA_methylase	2896667277	Enterococcus_faecium_16-346	445945	446922
COG0116	J	23S_rRNA_G2445_N2-methylase_RlmL	2896667764	Ga0263518_01_445757_445996	23S_rRNA_G2445_N2-methylase_RlmL	2896667277	Enterococcus_faecium_16-346	445757	445996
COG0127	F	Inosine/xanthosine_triphosphate_pyrophosphatase,_all-alpha_NTP-PPase_family<<>>COG0689	2896667725	Ga0263518_01_409348_410703	ribonuclease_PH/non-canonical_purine_NTP_pyrophosphatase_(RdgB/HAM1_family)	2896667277	Enterococcus_faecium_16-346	409348	410703
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	2896668045	Ga0263518_01_689460_690755	3-phosphoshikimate_1-carboxyvinyltransferase	2896667277	Enterococcus_faecium_16-346	689460	690755
COG0130	J	tRNA_U55_pseudouridine_synthase_TruB,_may_also_work_on_U342_of_tmRNA	2896668119	Ga0263518_01_772318_773241	tRNA_pseudouridine55_synthase	2896667277	Enterococcus_faecium_16-346	772318	773241
COG0138	F	AICAR_transformylase/IMP_cyclohydrolase_PurH	2896667642	Ga0263518_01_329841_331376	phosphoribosylaminoimidazolecarboxamide_formyltransferase/IMP_cyclohydrolase	2896667277	Enterococcus_faecium_16-346	329841	331376
COG0150	F	Phosphoribosylaminoimidazole_(AIR)_synthetase	2896667640	Ga0263518_01_328217_329269	phosphoribosylformylglycinamidine_cyclo-ligase	2896667277	Enterococcus_faecium_16-346	328217	329269
COG0151	F	Phosphoribosylamine-glycine_ligase	2896667643	Ga0263518_01_331392_332666	phosphoribosylamine--glycine_ligase	2896667277	Enterococcus_faecium_16-346	331392	332666
COG0152	F	Phosphoribosylaminoimidazole-succinocarboxamide_synthase	2896667635	Ga0263518_01_322892_323620	phosphoribosylaminoimidazole-succinocarboxamide_synthase	2896667277	Enterococcus_faecium_16-346	322892	323620
COG0154	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_A_subunit_or_related_amidase	2896667878	Ga0263518_01_549430_550671	amidase	2896667277	Enterococcus_faecium_16-346	549430	550671
COG0154	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_A_subunit_or_related_amidase	2896667879	Ga0263518_01_550641_550880	Asp-tRNA(Asn)/Glu-tRNA(Gln)_amidotransferase_A_subunit_family_amidase	2896667277	Enterococcus_faecium_16-346	550641	550880
COG0154	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_A_subunit_or_related_amidase	2896668061	Ga0263518_01_707942_709414	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln)_amidotransferase_subunit_A	2896667277	Enterococcus_faecium_16-346	707942	709414
COG0156	H	7-keto-8-aminopelargonate_synthetase_or_related_enzyme	2896667771	Ga0263518_01_450831_451061	7-keto-8-aminopelargonate_synthetase-like_enzyme	2896667277	Enterococcus_faecium_16-346	450831	451061
COG0156	H	7-keto-8-aminopelargonate_synthetase_or_related_enzyme	2896667770	Ga0263518_01_450238_450816	7-keto-8-aminopelargonate_synthetase-like_enzyme	2896667277	Enterococcus_faecium_16-346	450238	450816
COG0156	H	7-keto-8-aminopelargonate_synthetase_or_related_enzyme	2896667769	Ga0263518_01_449873_450238	7-keto-8-aminopelargonate_synthetase-like_enzyme	2896667277	Enterococcus_faecium_16-346	449873	450238
COG0164	L	Ribonuclease_HII	2896667562	Ga0263518_01_253749_254516	ribonuclease_HII	2896667277	Enterococcus_faecium_16-346	253749	254516
COG0166	G	Glucose-6-phosphate_isomerase	2896668233	Ga0263518_01_870754_872100	glucose-6-phosphate_isomerase	2896667277	Enterococcus_faecium_16-346	870754	872100
COG0167	F	Dihydroorotate_dehydrogenase	2896667880	Ga0263518_01_551015_551959	dihydroorotate_dehydrogenase_(fumarate)	2896667277	Enterococcus_faecium_16-346	551015	551959
COG0167	F	Dihydroorotate_dehydrogenase	2896667801	Ga0263518_01_477464_478396	dihydroorotate_dehydrogenase_(NAD+)_catalytic_subunit	2896667277	Enterococcus_faecium_16-346	477464	478396
COG0169	E	Shikimate_5-dehydrogenase	2896667815	Ga0263518_01_488458_489312	shikimate_dehydrogenase	2896667277	Enterococcus_faecium_16-346	488458	489312
COG0176	G	Transaldolase	2896667971	Ga0263518_01_625941_626651	TalC/MipB_family_fructose-6-phosphate_aldolase	2896667277	Enterococcus_faecium_16-346	625941	626651
COG0177	L	Endonuclease_III	2896667756	Ga0263518_01_439401_440078	endonuclease-3	2896667277	Enterococcus_faecium_16-346	439401	440078
COG0178	L	Excinuclease_UvrABC_ATPase_subunit	2896668095	Ga0263518_01_746515_749331	excinuclease_ABC_subunit_A	2896667277	Enterococcus_faecium_16-346	746515	749331
COG0180	J	Tryptophanyl-tRNA_synthetase	2896667719	Ga0263518_01_404200_405210	tryptophanyl-tRNA_synthetase	2896667277	Enterococcus_faecium_16-346	404200	405210
COG0183	I	Acetyl-CoA_acetyltransferase	2896667495	Ga0263518_01_193261_195702	hydroxymethylglutaryl-CoA_reductase/acetyl-CoA_C-acetyltransferase	2896667277	Enterococcus_faecium_16-346	193261	195702
COG0187	L	DNA_gyrase/topoisomerase_IV,_subunit_B	2896667573	Ga0263518_01_265339_267384	topoisomerase-4_subunit_B	2896667277	Enterococcus_faecium_16-346	265339	267384
COG0188	L	DNA_gyrase/topoisomerase_IV,_subunit_A	2896667574	Ga0263518_01_267396_269690	topoisomerase-4_subunit_A	2896667277	Enterococcus_faecium_16-346	267396	269690
COG0194	F	Guanylate_kinase	2896667870	Ga0263518_01_544780_545328	guanylate_kinase	2896667277	Enterococcus_faecium_16-346	544780	545328
COG0195	K	Transcription_antitermination_factor_NusA,_contains_S1_and_KH_domains	2896668125	Ga0263518_01_780066_781241	N_utilization_substance_protein_A	2896667277	Enterococcus_faecium_16-346	780066	781241
COG0196	H	FAD_synthase	2896668118	Ga0263518_01_771373_772314	riboflavin_kinase/FMN_adenylyltransferase	2896667277	Enterococcus_faecium_16-346	771373	772314
COG0205	G	6-phosphofructokinase	2896667363	Ga0263518_01_83827_84789	6-phosphofructokinase_1	2896667277	Enterococcus_faecium_16-346	83827	84789
COG0207	F	Thymidylate_synthase	2896667547	Ga0263518_01_243893_244840	thymidylate_synthase	2896667277	Enterococcus_faecium_16-346	243893	244840
COG0210	L	Superfamily_I_DNA_or_RNA_helicase	2896668065	Ga0263518_01_711877_714111	DNA_helicase-2/ATP-dependent_DNA_helicase_PcrA	2896667277	Enterococcus_faecium_16-346	711877	714111
COG0212	H	5-formyltetrahydrofolate_cyclo-ligase	2896668160	Ga0263518_01_816701_817243	5-formyltetrahydrofolate_cyclo-ligase	2896667277	Enterococcus_faecium_16-346	816701	817243
COG0217	J_K	Transcriptional_and/or_translational_regulatory_protein_YebC/TACO1	2896667349	Ga0263518_01_63739_64458	YebC/PmpR_family_DNA-binding_regulatory_protein	2896667277	Enterococcus_faecium_16-346	63739	64458
COG0218	D	GTP-binding_protein_EngB_required_for_normal_cell_division	2896668073	Ga0263518_01_721484_722194	ribosome_biogenesis_GTP-binding_protein_YsxC/EngB	2896667277	Enterococcus_faecium_16-346	721484	722194
COG0225	O	Peptide_methionine_sulfoxide_reductase_MsrA	2896667554	Ga0263518_01_248866_249384	peptide-methionine_(S)-S-oxide_reductase	2896667277	Enterococcus_faecium_16-346	248866	249384
COG0233	J	Ribosome_recycling_factor	2896668133	Ga0263518_01_791454_792011	ribosome_recycling_factor	2896667277	Enterococcus_faecium_16-346	791454	792011
COG0235	G_E	Ribulose-5-phosphate_4-epimerase/Fuculose-1-phosphate_aldolase	2896667471	Ga0263518_01_174453_175205	L-fuculose-phosphate_aldolase	2896667277	Enterococcus_faecium_16-346	174453	175205
COG0235	G_E	Ribulose-5-phosphate_4-epimerase/Fuculose-1-phosphate_aldolase	2896667407	Ga0263518_01_116700_117410	L-ribulose-5-phosphate_4-epimerase	2896667277	Enterococcus_faecium_16-346	116700	117410
COG0236	I	Acyl_carrier_protein	2896667331	Ga0263518_01_50532_50756	acyl_carrier_protein	2896667277	Enterococcus_faecium_16-346	50532	50756
COG0237	H	Dephospho-CoA_kinase	2896668015	Ga0263518_01_660672_661301	dephospho-CoA_kinase	2896667277	Enterococcus_faecium_16-346	660672	661301
COG0246	G	Mannitol-1-phosphate/altronate_dehydrogenases	2896667417	Ga0263518_01_122907_124046	mannitol-1-phosphate_5-dehydrogenase	2896667277	Enterococcus_faecium_16-346	122907	124046
COG0246	G	Mannitol-1-phosphate/altronate_dehydrogenases	2896667897	Ga0263518_01_568836_570482	fructuronate_reductase	2896667277	Enterococcus_faecium_16-346	568836	570482
COG0262	H	Dihydrofolate_reductase	2896668165	Ga0263518_01_821366_821884	dihydrofolate_reductase	2896667277	Enterococcus_faecium_16-346	821366	821884
COG0262	H	Dihydrofolate_reductase	2896667548	Ga0263518_01_244860_245387	dihydrofolate_reductase	2896667277	Enterococcus_faecium_16-346	244860	245387
COG0264	J	Translation_elongation_factor_EF-Ts	2896668135	Ga0263518_01_792872_793753	elongation_factor_Ts	2896667277	Enterococcus_faecium_16-346	792872	793753
COG0266	L	Formamidopyrimidine-DNA_glycosylase	2896668016	Ga0263518_01_661265_662101	formamidopyrimidine-DNA_glycosylase	2896667277	Enterococcus_faecium_16-346	661265	662101
COG0267	J	Ribosomal_protein_L33	2896668166	Ga0263518_01_821972_822121	large_subunit_ribosomal_protein_L33	2896667277	Enterococcus_faecium_16-346	821972	822121
COG0268	J	Ribosomal_protein_S20	2896667681	Ga0263518_01_370472_370726	small_subunit_ribosomal_protein_S20	2896667277	Enterococcus_faecium_16-346	370472	370726
COG0269	G	3-keto-L-gulonate-6-phosphate_decarboxylase	2896667405	Ga0263518_01_115207_115845	3-dehydro-L-gulonate-6-phosphate_decarboxylase	2896667277	Enterococcus_faecium_16-346	115207	115845
COG0272	L	NAD-dependent_DNA_ligase	2896668063	Ga0263518_01_709825_709944	NAD-dependent_DNA_ligase	2896667277	Enterococcus_faecium_16-346	709825	709944
COG0272	L	NAD-dependent_DNA_ligase	2896668064	Ga0263518_01_709938_711860	DNA_ligase_(NAD+)	2896667277	Enterococcus_faecium_16-346	709938	711860
COG0281	C	Malic_enzyme	2896667431	Ga0263518_01_136912_138099	malate_dehydrogenase_(oxaloacetate-decarboxylating)	2896667277	Enterococcus_faecium_16-346	136912	138099
COG0283	F	Cytidylate_kinase	2896667532	Ga0263518_01_228561_229241	cytidylate_kinase	2896667277	Enterococcus_faecium_16-346	228561	229241
COG0284	F	Orotidine-5'-phosphate_decarboxylase	2896667802	Ga0263518_01_478393_479109	orotidine-5'-phosphate_decarboxylase	2896667277	Enterococcus_faecium_16-346	478393	479109
COG0287	E	Prephenate_dehydrogenase	2896668046	Ga0263518_01_690768_691859	prephenate_dehydrogenase	2896667277	Enterococcus_faecium_16-346	690768	691859
COG0299	F	Folate-dependent_phosphoribosylglycinamide_formyltransferase_PurN	2896667641	Ga0263518_01_329266_329844	phosphoribosylglycinamide_formyltransferase-1	2896667277	Enterococcus_faecium_16-346	329266	329844
COG0300	R	Short-chain_dehydrogenase	2896667739	Ga0263518_01_423606_424394	short-subunit_dehydrogenase	2896667277	Enterococcus_faecium_16-346	423606	424394
COG0300	R	Short-chain_dehydrogenase	2896667988	Ga0263518_01_637190_637345	short-subunit_dehydrogenase	2896667277	Enterococcus_faecium_16-346	637190	637345
COG0304	I_Q	3-oxoacyl-(acyl-carrier-protein)_synthase	2896667334	Ga0263518_01_52548_53783	3-oxoacyl-[acyl-carrier-protein]_synthase_II	2896667277	Enterococcus_faecium_16-346	52548	53783
COG0322	L	Excinuclease_UvrABC,_nuclease_subunit	2896667328	Ga0263518_01_47796_48761	excinuclease_ABC_subunit_C	2896667277	Enterococcus_faecium_16-346	47796	48761
COG0327	H	Putative_GTP_cyclohydrolase_1_type_2,_NIF3_family	2896668008	Ga0263518_01_654631_655752	dinuclear_metal_center_YbgI/SA1388_family_protein	2896667277	Enterococcus_faecium_16-346	654631	655752
COG0328	L	Ribonuclease_HI	2896667783	Ga0263518_01_462357_462770	ribonuclease_HI	2896667277	Enterococcus_faecium_16-346	462357	462770
COG0331	I	Malonyl_CoA-acyl_carrier_protein_transacylase	2896667332	Ga0263518_01_50863_51780	[acyl-carrier-protein]_S-malonyltransferase	2896667277	Enterococcus_faecium_16-346	50863	51780
COG0332	I	3-oxoacyl-[acyl-carrier-protein]_synthase_III	2896667330	Ga0263518_01_49517_50479	3-oxoacyl-[acyl-carrier-protein]_synthase-3	2896667277	Enterococcus_faecium_16-346	49517	50479
COG0333	J	Ribosomal_protein_L32	2896667367	Ga0263518_01_88397_88576	large_subunit_ribosomal_protein_L32	2896667277	Enterococcus_faecium_16-346	88397	88576
COG0334	E	Glutamate_dehydrogenase/leucine_dehydrogenase	2896668234	Ga0263518_01_872211_873560	glutamate_dehydrogenase_(NADP+)	2896667277	Enterococcus_faecium_16-346	872211	873560
COG0337	E	3-dehydroquinate_synthetase	2896668048	Ga0263518_01_693044_694108	3-dehydroquinate_synthase	2896667277	Enterococcus_faecium_16-346	693044	694108
COG0344	I	Phospholipid_biosynthesis_protein_PlsY,_probable_glycerol-3-phosphate_acyltransferase	2896667571	Ga0263518_01_263974_264612	glycerol-3-phosphate_acyltransferase_PlsY	2896667277	Enterococcus_faecium_16-346	263974	264612
COG0346	Q	Catechol_2,3-dioxygenase_or_other_lactoylglutathione_lyase_family_enzyme	2896667601	Ga0263518_01_292013_292255	catechol_2,3-dioxygenase-like_lactoylglutathione_lyase_family_enzyme	2896667277	Enterococcus_faecium_16-346	292013	292255
COG0346	Q	Catechol_2,3-dioxygenase_or_other_lactoylglutathione_lyase_family_enzyme	2896667475	Ga0263518_01_176398_176937	catechol_2,3-dioxygenase-like_lactoylglutathione_lyase_family_enzyme	2896667277	Enterococcus_faecium_16-346	176398	176937
COG0347	T_E	Nitrogen_regulatory_protein_PII	2896668033	Ga0263518_01_679360_679758	nitrogen_regulatory_protein_PII	2896667277	Enterococcus_faecium_16-346	679360	679758
COG0351	H	Hydroxymethylpyrimidine/phosphomethylpyrimidine_kinase	2896667849	Ga0263518_01_526436_527248	pyridoxine_kinase	2896667277	Enterococcus_faecium_16-346	526436	527248
COG0351	H	Hydroxymethylpyrimidine/phosphomethylpyrimidine_kinase	2896667489	Ga0263518_01_185310_186125	hydroxymethylpyrimidine/phosphomethylpyrimidine_kinase	2896667277	Enterococcus_faecium_16-346	185310	186125
COG0358	L	DNA_primase_(bacterial_type)	2896667508	Ga0263518_01_209323_211164	DNA_primase	2896667277	Enterococcus_faecium_16-346	209323	211164
COG0362	G	6-phosphogluconate_dehydrogenase	2896667368	Ga0263518_01_88746_90167	6-phosphogluconate_dehydrogenase	2896667277	Enterococcus_faecium_16-346	88746	90167
COG0365	I	Acyl-coenzyme_A_synthetase/AMP-(fatty)_acid_ligase	2896667848	Ga0263518_01_524768_526297	acyl-coenzyme_A_synthetase/AMP-(fatty)_acid_ligase	2896667277	Enterococcus_faecium_16-346	524768	526297
COG0366	G	Glycosidase	2896667888	Ga0263518_01_558727_560493	glycosidase	2896667277	Enterococcus_faecium_16-346	558727	560493
COG0366	G	Glycosidase	2896667852	Ga0263518_01_528364_530007	alpha-glucosidase	2896667277	Enterococcus_faecium_16-346	528364	530007
COG0367	E	Asparagine_synthetase_B_(glutamine-hydrolyzing)	2896668168	Ga0263518_01_822991_824886	asparagine_synthase_(glutamine-hydrolysing)	2896667277	Enterococcus_faecium_16-346	822991	824886
COG0371	C	Glycerol_dehydrogenase_or_related_enzyme,_iron-containing_ADH_family	2896667959	Ga0263518_01_613152_614255	uncharacterized_oxidoreductase	2896667277	Enterococcus_faecium_16-346	613152	614255
COG0381	M	UDP-N-acetylglucosamine_2-epimerase	2896667280	Ga0263518_01_1402_2403	GDP/UDP-N,N'-diacetylbacillosamine_2-epimerase_(hydrolysing)	2896667277	Enterococcus_faecium_16-346	1402	2403
COG0381	M	UDP-N-acetylglucosamine_2-epimerase	2896667279	Ga0263518_01_1256_1405	UDP-N-acetylglucosamine_2-epimerase	2896667277	Enterococcus_faecium_16-346	1256	1405
COG0389	L	Nucleotidyltransferase/DNA_polymerase_involved_in_DNA_repair	2896668271	Ga0263518_01_902231_903556	DNA_polymerase_V	2896667277	Enterococcus_faecium_16-346	902231	903556
COG0391	G_H	Archaeal_2-phospho-L-lactate_transferase/Bacterial_gluconeogenesis_factor,_CofD/UPF0052_family	2896668091	Ga0263518_01_742238_743236	uncharacterized_cofD-like_protein	2896667277	Enterococcus_faecium_16-346	742238	743236
COG0392	M	Uncharacterized_membrane_protein_YbhN,_UPF0104_family	2896668004	Ga0263518_01_650980_652026	uncharacterized_membrane_protein_YbhN_(UPF0104_family)	2896667277	Enterococcus_faecium_16-346	650980	652026
COG0394	T	Protein-tyrosine-phosphatase	2896667458	Ga0263518_01_166133_166438	arsenate_reductase	2896667277	Enterococcus_faecium_16-346	166133	166438
COG0395	G	ABC-type_glycerol-3-phosphate_transport_system,_permease_component	2896668037	Ga0263518_01_681659_682261	ABC-type_glycerol-3-phosphate_transport_system_permease_component	2896667277	Enterococcus_faecium_16-346	681659	682261
COG0395	G	ABC-type_glycerol-3-phosphate_transport_system,_permease_component	2896667625	Ga0263518_01_313659_314495	multiple_sugar_transport_system_permease_protein	2896667277	Enterococcus_faecium_16-346	313659	314495
COG0395	G	ABC-type_glycerol-3-phosphate_transport_system,_permease_component	2896668036	Ga0263518_01_681375_681638	ABC-type_glycerol-3-phosphate_transport_system_permease_component	2896667277	Enterococcus_faecium_16-346	681375	681638
COG0395	G	ABC-type_glycerol-3-phosphate_transport_system,_permease_component	2896668259	Ga0263518_01_893657_894526	multiple_sugar_transport_system_permease_protein	2896667277	Enterococcus_faecium_16-346	893657	894526
COG0398	S	Uncharacterized_membrane_protein_YdjX,_TVP38/TMEM64_family,_SNARE-associated_domain	2896668225	Ga0263518_01_866122_866718	uncharacterized_membrane_protein_YdjX_(TVP38/TMEM64_family)	2896667277	Enterococcus_faecium_16-346	866122	866718
COG0399	M	dTDP-4-amino-4,6-dideoxygalactose_transaminase	2896667283	Ga0263518_01_3042_4184	pyridoxal_phosphate-dependent_aminotransferase_EpsN	2896667277	Enterococcus_faecium_16-346	3042	4184
COG0400	R	Predicted_esterase	2896667473	Ga0263518_01_175747_175911	predicted_esterase	2896667277	Enterococcus_faecium_16-346	175747	175911
COG0400	R	Predicted_esterase	2896667472	Ga0263518_01_175388_175750	phospholipase/carboxylesterase	2896667277	Enterococcus_faecium_16-346	175388	175750
COG0406	G	Broad_specificity_phosphatase_PhoE	2896667688	Ga0263518_01_375605_376309	probable_phosphoglycerate_mutase	2896667277	Enterococcus_faecium_16-346	375605	376309
COG0436	E	Aspartate/methionine/tyrosine_aminotransferase	2896667605	Ga0263518_01_294528_295748	alanine-synthesizing_transaminase	2896667277	Enterococcus_faecium_16-346	294528	295748
