COG	Cat	COG_Annotation	Gene_ID	Locus_Tag	Gene_Product_Name	Genome_ID	Genome_Name	Start_Coord	End_Coord	NCBI_Biosample_Accession
COG0036	G	Pentose-5-phosphate-3-epimerase	8019256864	Ga0599600_01_2700328_2700981	ribulose-phosphate_3-epimerase	8019254199	Enterococcus_faecalis_705	2700328	2700981	SAMN23424734
COG0036	G	Pentose-5-phosphate-3-epimerase	8019255620	Ga0599600_01_1421710_1422399	D-allulose-6-phosphate_3-epimerase	8019254199	Enterococcus_faecalis_705	1421710	1422399	SAMN23424734
COG0037	J	tRNA(Ile)-lysidine_synthase_TilS/MesJ	8019254391	Ga0599600_01_195486_196874	tRNA(Ile)-lysidine_synthase	8019254199	Enterococcus_faecalis_705	195486	196874	SAMN23424734
COG0038	P	H+/Cl-_antiporter_ClcA	8019256353	Ga0599600_01_2168411_2169676	H+/Cl-_antiporter_ClcA	8019254199	Enterococcus_faecalis_705	2168411	2169676	SAMN23424734
COG0038	P	H+/Cl-_antiporter_ClcA	8019254805	Ga0599600_01_591807_593366	H+/Cl-_antiporter_ClcA	8019254199	Enterococcus_faecalis_705	591807	593366	SAMN23424734
COG0038	P	H+/Cl-_antiporter_ClcA	8019256762	Ga0599600_01_2583869_2585077	H+/Cl-_antiporter_ClcA	8019254199	Enterococcus_faecalis_705	2583869	2585077	SAMN23424734
COG0039	C	Malate/lactate_dehydrogenase	8019254724	Ga0599600_01_505615_506568	L-lactate_dehydrogenase	8019254199	Enterococcus_faecalis_705	505615	506568	SAMN23424734
COG0039	C	Malate/lactate_dehydrogenase	8019254384	Ga0599600_01_186815_187807	L-lactate_dehydrogenase	8019254199	Enterococcus_faecalis_705	186815	187807	SAMN23424734
COG0041	F	Phosphoribosylcarboxyaminoimidazole_(NCAIR)_mutase	8019255921	Ga0599600_01_1714038_1714526	5-(carboxyamino)imidazole_ribonucleotide_mutase	8019254199	Enterococcus_faecalis_705	1714038	1714526	SAMN23424734
COG0042	J	tRNA-dihydrouridine_synthase	8019256945	Ga0599600_01_2782593_2783567	tRNA-dihydrouridine_synthase	8019254199	Enterococcus_faecalis_705	2782593	2783567	SAMN23424734
COG0042	J	tRNA-dihydrouridine_synthase	8019254395	Ga0599600_01_200758_201756	nifR3_family_TIM-barrel_protein	8019254199	Enterococcus_faecalis_705	200758	201756	SAMN23424734
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8019256432	Ga0599600_01_2250781_2252154	dihydropyrimidinase	8019254199	Enterococcus_faecalis_705	2250781	2252154	SAMN23424734
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8019255854	Ga0599600_01_1650025_1651308	dihydroorotase	8019254199	Enterococcus_faecalis_705	1650025	1651308	SAMN23424734
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8019256754	Ga0599600_01_2574745_2576109	allantoinase	8019254199	Enterococcus_faecalis_705	2574745	2576109	SAMN23424734
COG0046	F	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_synthetase_domain	8019255916	Ga0599600_01_1708900_1711119	phosphoribosylformylglycinamidine_synthase_II	8019254199	Enterococcus_faecalis_705	1708900	1711119	SAMN23424734
COG0047	F	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_glutamine_amidotransferase_domain	8019255917	Ga0599600_01_1711116_1711790	phosphoribosylformylglycinamidine_synthase_I	8019254199	Enterococcus_faecalis_705	1711116	1711790	SAMN23424734
COG0048	J	Ribosomal_protein_S12	8019254329	Ga0599600_01_146802_147215	small_subunit_ribosomal_protein_S12	8019254199	Enterococcus_faecalis_705	146802	147215	SAMN23424734
COG0049	J	Ribosomal_protein_S7	8019254330	Ga0599600_01_147271_147741	small_subunit_ribosomal_protein_S7	8019254199	Enterococcus_faecalis_705	147271	147741	SAMN23424734
COG0050	J	Translation_elongation_factor_EF-Tu,_a_GTPase	8019254332	Ga0599600_01_150057_151244	elongation_factor_Tu	8019254199	Enterococcus_faecalis_705	150057	151244	SAMN23424734
COG0051	J	Ribosomal_protein_S10	8019254335	Ga0599600_01_154037_154345	small_subunit_ribosomal_protein_S10	8019254199	Enterococcus_faecalis_705	154037	154345	SAMN23424734
COG0052	J	Ribosomal_protein_S2	8019256292	Ga0599600_01_2107369_2108154	small_subunit_ribosomal_protein_S2	8019254199	Enterococcus_faecalis_705	2107369	2108154	SAMN23424734
COG0053	P	Divalent_metal_cation_(Fe/Co/Zn/Cd)_transporter	8019254436	Ga0599600_01_223198_224133	cation_diffusion_facilitator_family_transporter	8019254199	Enterococcus_faecalis_705	223198	224133	SAMN23424734
COG0053	P	Divalent_metal_cation_(Fe/Co/Zn/Cd)_transporter	8019254934	Ga0599600_01_724743_725912	cation_diffusion_facilitator_family_transporter	8019254199	Enterococcus_faecalis_705	724743	725912	SAMN23424734
COG0055	C	FoF1-type_ATP_synthase,_beta_subunit	8019256458	Ga0599600_01_2279528_2280934	F-type_H+-transporting_ATPase_subunit_beta	8019254199	Enterococcus_faecalis_705	2279528	2280934	SAMN23424734
COG0056	C	FoF1-type_ATP_synthase,_alpha_subunit	8019256460	Ga0599600_01_2281932_2283488	F-type_H+-transporting_ATPase_subunit_alpha	8019254199	Enterococcus_faecalis_705	2281932	2283488	SAMN23424734
COG0057	G	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	8019255628	Ga0599600_01_1432997_1434007	glyceraldehyde_3-phosphate_dehydrogenase	8019254199	Enterococcus_faecalis_705	1432997	1434007	SAMN23424734
COG0057	G	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	8019256019	Ga0599600_01_1815613_1816614	glyceraldehyde_3-phosphate_dehydrogenase	8019254199	Enterococcus_faecalis_705	1815613	1816614	SAMN23424734
COG0060	J	Isoleucyl-tRNA_synthetase	8019255098	Ga0599600_01_890860_893640	isoleucyl-tRNA_synthetase	8019254199	Enterococcus_faecalis_705	890860	893640	SAMN23424734
COG0061	H	NAD_kinase	8019256513	Ga0599600_01_2334762_2335559	NAD+_kinase	8019254199	Enterococcus_faecalis_705	2334762	2335559	SAMN23424734
COG0063	F	NAD(P)H-hydrate_repair_enzyme_Nnr,_NAD(P)H-hydrate_dehydratase_domain	8019255923	Ga0599600_01_1715716_1716591	ADP-dependent_NAD(P)H-hydrate_dehydratase	8019254199	Enterococcus_faecalis_705	1715716	1716591	SAMN23424734
COG0064	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_B_subunit	8019254811	Ga0599600_01_600301_601731	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln)_amidotransferase_subunit_B	8019254199	Enterococcus_faecalis_705	600301	601731	SAMN23424734
COG0072	J	Phenylalanyl-tRNA_synthetase_beta_subunit	8019255284	Ga0599600_01_1079231_1081654	phenylalanyl-tRNA_synthetase_beta_chain	8019254199	Enterococcus_faecalis_705	1079231	1081654	SAMN23424734
COG0073	J	tRNA-binding_EMAP/Myf_domain	8019256787	Ga0599600_01_2621028_2621648	tRNA-binding_protein	8019254199	Enterococcus_faecalis_705	2621028	2621648	SAMN23424734
COG0074	C	Succinyl-CoA_synthetase,_alpha_subunit	8019256771	Ga0599600_01_2596951_2598510	succinyl-CoA_synthetase_alpha_subunit	8019254199	Enterococcus_faecalis_705	2596951	2598510	SAMN23424734
COG0074	C	Succinyl-CoA_synthetase,_alpha_subunit	8019254483	Ga0599600_01_270043_273054	succinyl-CoA_synthetase_alpha_subunit	8019254199	Enterococcus_faecalis_705	270043	273054	SAMN23424734
COG0075	E F	Archaeal_aspartate_aminotransferase_or_a_related_aminotransferase,_includes_purine_catabolism_protein_PucG	8019256750	Ga0599600_01_2569410_2570618	(S)-ureidoglycine-glyoxylate_aminotransferase	8019254199	Enterococcus_faecalis_705	2569410	2570618	SAMN23424734
COG0076	E	Glutamate_or_tyrosine_decarboxylase_or_a_related_PLP-dependent_protein	8019254717	Ga0599600_01_498050_499912	tyrosine_decarboxylase	8019254199	Enterococcus_faecalis_705	498050	499912	SAMN23424734
COG0077	E	Prephenate_dehydratase	8019255668	Ga0599600_01_1470496_1471344	prephenate_dehydratase	8019254199	Enterococcus_faecalis_705	1470496	1471344	SAMN23424734
COG0078	E	Ornithine_carbamoyltransferase	8019256429	Ga0599600_01_2247016_2248209	knotted_carbamoyltransferase_YgeW	8019254199	Enterococcus_faecalis_705	2247016	2248209	SAMN23424734
COG0078	E	Ornithine_carbamoyltransferase	8019254817	Ga0599600_01_606282_607301	putrescine_carbamoyltransferase	8019254199	Enterococcus_faecalis_705	606282	607301	SAMN23424734
COG0078	E	Ornithine_carbamoyltransferase	8019254291	Ga0599600_01_107221_108240	ornithine_carbamoyltransferase	8019254199	Enterococcus_faecalis_705	107221	108240	SAMN23424734
COG0080	J	Ribosomal_protein_L11	8019256557	Ga0599600_01_2383117_2383539	large_subunit_ribosomal_protein_L11	8019254199	Enterococcus_faecalis_705	2383117	2383539	SAMN23424734
COG0081	J	Ribosomal_protein_L1	8019256556	Ga0599600_01_2382316_2383005	large_subunit_ribosomal_protein_L1	8019254199	Enterococcus_faecalis_705	2382316	2383005	SAMN23424734
COG0082	E	Chorismate_synthase	8019255664	Ga0599600_01_1466375_1467541	chorismate_synthase	8019254199	Enterococcus_faecalis_705	1466375	1467541	SAMN23424734
COG0083	E	Homoserine_kinase	8019256310	Ga0599600_01_2123248_2124111	homoserine_kinase	8019254199	Enterococcus_faecalis_705	2123248	2124111	SAMN23424734
COG0084	N	Tat_protein_secretion_system_quality_control_protein_TatD_(DNase_activity)	8019255005	Ga0599600_01_804731_805501	TatD_DNase_family_protein	8019254199	Enterococcus_faecalis_705	804731	805501	SAMN23424734
COG0085	K	DNA-directed_RNA_polymerase,_beta_subunit/140_kD_subunit	8019256977	Ga0599600_01_2818490_2822104	DNA-directed_RNA_polymerase_subunit_beta	8019254199	Enterococcus_faecalis_705	2818490	2822104	SAMN23424734
COG0086	K	DNA-directed_RNA_polymerase,_beta'_subunit/160_kD_subunit	8019256976	Ga0599600_01_2814670_2818323	DNA-directed_RNA_polymerase_subunit_beta'	8019254199	Enterococcus_faecalis_705	2814670	2818323	SAMN23424734
COG0087	J	Ribosomal_protein_L3	8019254336	Ga0599600_01_154367_154996	large_subunit_ribosomal_protein_L3	8019254199	Enterococcus_faecalis_705	154367	154996	SAMN23424734
COG0088	J	Ribosomal_protein_L4	8019254337	Ga0599600_01_155022_155645	large_subunit_ribosomal_protein_L4	8019254199	Enterococcus_faecalis_705	155022	155645	SAMN23424734
COG0089	J	Ribosomal_protein_L23	8019254338	Ga0599600_01_155645_155935	large_subunit_ribosomal_protein_L23	8019254199	Enterococcus_faecalis_705	155645	155935	SAMN23424734
COG0090	J	Ribosomal_protein_L2	8019254339	Ga0599600_01_155975_156805	large_subunit_ribosomal_protein_L2	8019254199	Enterococcus_faecalis_705	155975	156805	SAMN23424734
COG0091	J	Ribosomal_protein_L22	8019254341	Ga0599600_01_157148_157495	large_subunit_ribosomal_protein_L22	8019254199	Enterococcus_faecalis_705	157148	157495	SAMN23424734
COG0092	J	Ribosomal_protein_S3	8019254342	Ga0599600_01_157562_158218	small_subunit_ribosomal_protein_S3	8019254199	Enterococcus_faecalis_705	157562	158218	SAMN23424734
COG0093	J	Ribosomal_protein_L14	8019254346	Ga0599600_01_159181_159549	large_subunit_ribosomal_protein_L14	8019254199	Enterococcus_faecalis_705	159181	159549	SAMN23424734
COG0094	J	Ribosomal_protein_L5	8019254348	Ga0599600_01_159922_160461	large_subunit_ribosomal_protein_L5	8019254199	Enterococcus_faecalis_705	159922	160461	SAMN23424734
COG0095	H	Lipoate-protein_ligase_A	8019255311	Ga0599600_01_1103754_1104605	octanoyl-[GcvH]:protein_N-octanoyltransferase	8019254199	Enterococcus_faecalis_705	1103754	1104605	SAMN23424734
COG0095	H	Lipoate-protein_ligase_A	8019254732	Ga0599600_01_511769_512782	lipoate-protein_ligase_A	8019254199	Enterococcus_faecalis_705	511769	512782	SAMN23424734
COG0095	H	Lipoate-protein_ligase_A	8019256578	Ga0599600_01_2402767_2403771	lipoate-protein_ligase_A	8019254199	Enterococcus_faecalis_705	2402767	2403771	SAMN23424734
COG0096	J	Ribosomal_protein_S8	8019254350	Ga0599600_01_160701_161099	small_subunit_ribosomal_protein_S8	8019254199	Enterococcus_faecalis_705	160701	161099	SAMN23424734
COG0097	J	Ribosomal_protein_L6P/L9E	8019254351	Ga0599600_01_161131_161667	large_subunit_ribosomal_protein_L6	8019254199	Enterococcus_faecalis_705	161131	161667	SAMN23424734
COG0098	J	Ribosomal_protein_S5	8019254353	Ga0599600_01_162205_162705	small_subunit_ribosomal_protein_S5	8019254199	Enterococcus_faecalis_705	162205	162705	SAMN23424734
COG0099	J	Ribosomal_protein_S13	8019254360	Ga0599600_01_166021_166386	small_subunit_ribosomal_protein_S13	8019254199	Enterococcus_faecalis_705	166021	166386	SAMN23424734
COG0100	J	Ribosomal_protein_S11	8019254361	Ga0599600_01_166414_166803	small_subunit_ribosomal_protein_S11	8019254199	Enterococcus_faecalis_705	166414	166803	SAMN23424734
COG0101	J	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	8019254370	Ga0599600_01_173645_174394	tRNA_pseudouridine38-40_synthase	8019254199	Enterococcus_faecalis_705	173645	174394	SAMN23424734
COG0101	J	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	8019256778	Ga0599600_01_2607258_2607998	tRNA_pseudouridine38-40_synthase	8019254199	Enterococcus_faecalis_705	2607258	2607998	SAMN23424734
COG0102	J	Ribosomal_protein_L13	8019256970	Ga0599600_01_2810237_2810680	large_subunit_ribosomal_protein_L13	8019254199	Enterococcus_faecalis_705	2810237	2810680	SAMN23424734
COG0103	J	Ribosomal_protein_S9	8019256969	Ga0599600_01_2809831_2810223	small_subunit_ribosomal_protein_S9	8019254199	Enterococcus_faecalis_705	2809831	2810223	SAMN23424734
COG0104	F	Adenylosuccinate_synthase	8019254211	Ga0599600_01_14990_16282	adenylosuccinate_synthase	8019254199	Enterococcus_faecalis_705	14990	16282	SAMN23424734
COG0105	F	Nucleoside_diphosphate_kinase	8019255130	Ga0599600_01_927756_928157	nucleoside-diphosphate_kinase	8019254199	Enterococcus_faecalis_705	927756	928157	SAMN23424734
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8019255231	Ga0599600_01_1027304_1027942	maltose_O-acetyltransferase	8019254199	Enterococcus_faecalis_705	1027304	1027942	SAMN23424734
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8019256715	Ga0599600_01_2533633_2534214	acetyltransferase-like_isoleucine_patch_superfamily_enzyme	8019254199	Enterococcus_faecalis_705	2533633	2534214	SAMN23424734
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	8019256886	Ga0599600_01_2721262_2722263	phosphoglycerate_dehydrogenase-like_enzyme	8019254199	Enterococcus_faecalis_705	2721262	2722263	SAMN23424734
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	8019256679	Ga0599600_01_2494618_2495580	phosphoglycerate_dehydrogenase-like_enzyme	8019254199	Enterococcus_faecalis_705	2494618	2495580	SAMN23424734
COG0112	E	Glycine/serine_hydroxymethyltransferase	8019256405	Ga0599600_01_2219657_2220895	glycine_hydroxymethyltransferase	8019254199	Enterococcus_faecalis_705	2219657	2220895	SAMN23424734
COG0115	E H	Branched-chain_amino_acid_aminotransferase/4-amino-4-deoxychorismate_lyase	8019255926	Ga0599600_01_1718846_1719865	branched-chain_amino_acid_aminotransferase	8019254199	Enterococcus_faecalis_705	1718846	1719865	SAMN23424734
COG0116	J	23S_rRNA_G2445_N2-methylase_RlmL	8019255320	Ga0599600_01_1112852_1114015	putative_N6-adenine-specific_DNA_methylase	8019254199	Enterococcus_faecalis_705	1112852	1114015	SAMN23424734
COG0120	G	Ribose_5-phosphate_isomerase	8019254328	Ga0599600_01_145777_146457	ribose_5-phosphate_isomerase_A	8019254199	Enterococcus_faecalis_705	145777	146457	SAMN23424734
COG0124	J	Histidyl-tRNA_synthetase	8019256026	Ga0599600_01_1822965_1824266	histidyl-tRNA_synthetase	8019254199	Enterococcus_faecalis_705	1822965	1824266	SAMN23424734
COG0125	F	Thymidylate_kinase	8019255238	Ga0599600_01_1034363_1034857	thymidylate_kinase	8019254199	Enterococcus_faecalis_705	1034363	1034857	SAMN23424734
COG0125	F	Thymidylate_kinase	8019255222	Ga0599600_01_1017007_1017522	thymidylate_kinase	8019254199	Enterococcus_faecalis_705	1017007	1017522	SAMN23424734
COG0125	F	Thymidylate_kinase	8019256599	Ga0599600_01_2423797_2424435	dTMP_kinase	8019254199	Enterococcus_faecalis_705	2423797	2424435	SAMN23424734
COG0126	G	3-phosphoglycerate_kinase	8019256018	Ga0599600_01_1814293_1815486	phosphoglycerate_kinase	8019254199	Enterococcus_faecalis_705	1814293	1815486	SAMN23424734
COG0127	F	Inosine/xanthosine_triphosphate_pyrophosphatase,_all-alpha_NTP-PPase_family<<>>COG0689	8019255290	Ga0599600_01_1085966_1087321	ribonuclease_PH	8019254199	Enterococcus_faecalis_705	1085966	1087321	SAMN23424734
COG0127	F	Inosine/xanthosine_triphosphate_pyrophosphatase,_all-alpha_NTP-PPase_family	8019257005	Ga0599600_01_2852030_2852623	XTP/dITP_diphosphohydrolase	8019254199	Enterococcus_faecalis_705	2852030	2852623	SAMN23424734
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	8019255666	Ga0599600_01_1468682_1469962	3-phosphoshikimate_1-carboxyvinyltransferase	8019254199	Enterococcus_faecalis_705	1468682	1469962	SAMN23424734
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	8019255247	Ga0599600_01_1039747_1040052	5-enolpyruvylshikimate-3-phosphate_synthase	8019254199	Enterococcus_faecalis_705	1039747	1040052	SAMN23424734
COG0130	J	tRNA_U55_pseudouridine_synthase_TruB,_may_also_work_on_U342_of_tmRNA	8019255458	Ga0599600_01_1250408_1251328	tRNA_pseudouridine55_synthase	8019254199	Enterococcus_faecalis_705	1250408	1251328	SAMN23424734
COG0136	E	Aspartate-semialdehyde_dehydrogenase	8019255349	Ga0599600_01_1140232_1141299	aspartate-semialdehyde_dehydrogenase	8019254199	Enterococcus_faecalis_705	1140232	1141299	SAMN23424734
COG0138	F	AICAR_transformylase/IMP_cyclohydrolase_PurH	8019255912	Ga0599600_01_1704345_1705886	phosphoribosylaminoimidazolecarboxamide_formyltransferase/IMP_cyclohydrolase	8019254199	Enterococcus_faecalis_705	1704345	1705886	SAMN23424734
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8019256113	Ga0599600_01_1891816_1892796	heptaprenyl_diphosphate_synthase	8019254199	Enterococcus_faecalis_705	1891816	1892796	SAMN23424734
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8019255076	Ga0599600_01_869677_870558	geranylgeranyl_diphosphate_synthase_type_II	8019254199	Enterococcus_faecalis_705	869677	870558	SAMN23424734
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8019256999	Ga0599600_01_2848440_2849426	heptaprenyl_diphosphate_synthase	8019254199	Enterococcus_faecalis_705	2848440	2849426	SAMN23424734
COG0143	J	Methionyl-tRNA_synthetase<<>>COG0073	8019255002	Ga0599600_01_799213_801222	methionyl-tRNA_synthetase	8019254199	Enterococcus_faecalis_705	799213	801222	SAMN23424734
COG0144	J	16S_rRNA_C967_or_C1407_C5-methylase,_RsmB/RsmF_family	8019256868	Ga0599600_01_2705051_2706430	16S_rRNA_(cytosine967-C5)-methyltransferase	8019254199	Enterococcus_faecalis_705	2705051	2706430	SAMN23424734
COG0145	E Q	N-methylhydantoinase_A/oxoprolinase/acetone_carboxylase,_beta_subunit	8019257013	Ga0599600_01_2858138_2859691	N-methylhydantoinase_A/oxoprolinase/acetone_carboxylase_beta_subunit	8019254199	Enterococcus_faecalis_705	2858138	2859691	SAMN23424734
COG0148	G	Enolase	8019256016	Ga0599600_01_1812059_1813357	enolase	8019254199	Enterococcus_faecalis_705	1812059	1813357	SAMN23424734
COG0149	G	Triosephosphate_isomerase	8019256017	Ga0599600_01_1813489_1814244	triosephosphate_isomerase	8019254199	Enterococcus_faecalis_705	1813489	1814244	SAMN23424734
COG0150	F	Phosphoribosylaminoimidazole_(AIR)_synthetase	8019255914	Ga0599600_01_1706452_1707483	phosphoribosylformylglycinamidine_cyclo-ligase	8019254199	Enterococcus_faecalis_705	1706452	1707483	SAMN23424734
