COG	Cat	COG_Annotation	Gene_ID	Locus_Tag	Gene_Product_Name	Genome_ID	Genome_Name	Start_Coord	End_Coord	NCBI_Biosample_Accession
COG0022	C	Pyruvate/2-oxoglutarate/acetoin_dehydrogenase_complex,_dehydrogenase_(E1)_component	8030002180	Ga0609993_01_1482913_1483899	2-oxoisovalerate_dehydrogenase_E1_component_beta_subunit	8030000678	Enterococcus_faecalis_AKSZ-208	1482913	1483899	SAMN27545017
COG0022	C	Pyruvate/2-oxoglutarate/acetoin_dehydrogenase_complex,_dehydrogenase_(E1)_component	8030001935	Ga0609993_01_1231892_1232869	pyruvate_dehydrogenase_E1_component_beta_subunit	8030000678	Enterococcus_faecalis_AKSZ-208	1231892	1232869	SAMN27545017
COG0024	J	Methionine_aminopeptidase	8030002568	Ga0609993_01_1863784_1864548	methionyl_aminopeptidase	8030000678	Enterococcus_faecalis_AKSZ-208	1863784	1864548	SAMN27545017
COG0025	P	NhaP-type_Na+/H+_or_K+/H+_antiporter	8030002091	Ga0609993_01_1388736_1390790	Na+/H+_antiporter	8030000678	Enterococcus_faecalis_AKSZ-208	1388736	1390790	SAMN27545017
COG0025	P	NhaP-type_Na+/H+_or_K+/H+_antiporter	8030003711	Ga0609993_04_19009_19362	NhaP-type_Na+/H+_or_K+/H+_antiporter	8030000678	Enterococcus_faecalis_AKSZ-208	19009	19362	SAMN27545017
COG0026	F	Phosphoribosylaminoimidazole_carboxylase_(NCAIR_synthetase)	8030002307	Ga0609993_01_1604425_1605549	5-(carboxyamino)imidazole_ribonucleotide_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	1604425	1605549	SAMN27545017
COG0026	F	Phosphoribosylaminoimidazole_carboxylase_(NCAIR_synthetase)	8030002678	Ga0609993_01_1977567_1978682	5-(carboxyamino)imidazole_ribonucleotide_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	1977567	1978682	SAMN27545017
COG0028	E H	Acetolactate_synthase_large_subunit_or_other_thiamine_pyrophosphate-requiring_enzyme	8030001784	Ga0609993_01_1076844_1078496	acetolactate_synthase-1/2/3_large_subunit	8030000678	Enterococcus_faecalis_AKSZ-208	1076844	1078496	SAMN27545017
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8030003685	Ga0609993_03_68742_69479	23S_rRNA_(adenine-N6)-dimethyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	68742	69479	SAMN27545017
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8030001458	Ga0609993_01_761864_762751	16S_rRNA_(adenine1518-N6/adenine1519-N6)-dimethyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	761864	762751	SAMN27545017
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8030003753	Ga0609993_06_6258_6995	23S_rRNA_(adenine-N6)-dimethyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	6258	6995	SAMN27545017
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8030003680	Ga0609993_03_64814_65353	23S_rRNA_(adenine-N6)-dimethyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	64814	65353	SAMN27545017
COG0031	E	Cysteine_synthase	8030000955	Ga0609993_01_253091_254008	cysteine_synthase_A	8030000678	Enterococcus_faecalis_AKSZ-208	253091	254008	SAMN27545017
COG0031	E	Cysteine_synthase	8030002101	Ga0609993_01_1401239_1402171	cysteine_synthase_A	8030000678	Enterococcus_faecalis_AKSZ-208	1401239	1402171	SAMN27545017
COG0034	F	Glutamine_phosphoribosylpyrophosphate_amidotransferase	8030002302	Ga0609993_01_1598989_1600428	amidophosphoribosyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	1598989	1600428	SAMN27545017
COG0035	F	Uracil_phosphoribosyltransferase	8030002816	Ga0609993_01_2115089_2115718	uracil_phosphoribosyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	2115089	2115718	SAMN27545017
COG0036	G	Pentose-5-phosphate-3-epimerase	8030003291	Ga0609993_01_2611325_2611978	ribulose-phosphate_3-epimerase	8030000678	Enterococcus_faecalis_AKSZ-208	2611325	2611978	SAMN27545017
COG0036	G	Pentose-5-phosphate-3-epimerase	8030002037	Ga0609993_01_1335567_1336256	D-allulose-6-phosphate_3-epimerase	8030000678	Enterococcus_faecalis_AKSZ-208	1335567	1336256	SAMN27545017
COG0037	J	tRNA(Ile)-lysidine_synthase_TilS/MesJ	8030000901	Ga0609993_01_217806_219194	tRNA(Ile)-lysidine_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	217806	219194	SAMN27545017
COG0038	P	H+/Cl-_antiporter_ClcA	8030003185	Ga0609993_01_2493018_2494226	H+/Cl-_antiporter_ClcA	8030000678	Enterococcus_faecalis_AKSZ-208	2493018	2494226	SAMN27545017
COG0038	P	H+/Cl-_antiporter_ClcA	8030001240	Ga0609993_01_533341_534900	H+/Cl-_antiporter_ClcA	8030000678	Enterococcus_faecalis_AKSZ-208	533341	534900	SAMN27545017
COG0038	P	H+/Cl-_antiporter_ClcA	8030002775	Ga0609993_01_2079746_2081011	H+/Cl-_antiporter_ClcA	8030000678	Enterococcus_faecalis_AKSZ-208	2079746	2081011	SAMN27545017
COG0039	C	Malate/lactate_dehydrogenase	8030000893	Ga0609993_01_209136_210128	L-lactate_dehydrogenase	8030000678	Enterococcus_faecalis_AKSZ-208	209136	210128	SAMN27545017
COG0039	C	Malate/lactate_dehydrogenase	8030001163	Ga0609993_01_454837_455790	L-lactate_dehydrogenase	8030000678	Enterococcus_faecalis_AKSZ-208	454837	455790	SAMN27545017
COG0041	F	Phosphoribosylcarboxyaminoimidazole_(NCAIR)_mutase	8030002308	Ga0609993_01_1605542_1606030	5-(carboxyamino)imidazole_ribonucleotide_mutase	8030000678	Enterococcus_faecalis_AKSZ-208	1605542	1606030	SAMN27545017
COG0042	J	tRNA-dihydrouridine_synthase	8030003375	Ga0609993_01_2695808_2696782	tRNA-dihydrouridine_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	2695808	2696782	SAMN27545017
COG0042	J	tRNA-dihydrouridine_synthase	8030000905	Ga0609993_01_223078_224076	nifR3_family_TIM-barrel_protein	8030000678	Enterococcus_faecalis_AKSZ-208	223078	224076	SAMN27545017
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8030002844	Ga0609993_01_2146972_2148345	dihydropyrimidinase	8030000678	Enterococcus_faecalis_AKSZ-208	2146972	2148345	SAMN27545017
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8030003173	Ga0609993_01_2480894_2482258	allantoinase	8030000678	Enterococcus_faecalis_AKSZ-208	2480894	2482258	SAMN27545017
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8030002238	Ga0609993_01_1539237_1540520	dihydroorotase	8030000678	Enterococcus_faecalis_AKSZ-208	1539237	1540520	SAMN27545017
COG0046	F	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_synthetase_domain	8030002303	Ga0609993_01_1600404_1602623	phosphoribosylformylglycinamidine_synthase_II	8030000678	Enterococcus_faecalis_AKSZ-208	1600404	1602623	SAMN27545017
COG0047	F	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_glutamine_amidotransferase_domain	8030002304	Ga0609993_01_1602620_1603294	phosphoribosylformylglycinamidine_synthase_I	8030000678	Enterococcus_faecalis_AKSZ-208	1602620	1603294	SAMN27545017
COG0048	J	Ribosomal_protein_S12	8030000838	Ga0609993_01_169129_169542	small_subunit_ribosomal_protein_S12	8030000678	Enterococcus_faecalis_AKSZ-208	169129	169542	SAMN27545017
COG0049	J	Ribosomal_protein_S7	8030000839	Ga0609993_01_169598_170068	small_subunit_ribosomal_protein_S7	8030000678	Enterococcus_faecalis_AKSZ-208	169598	170068	SAMN27545017
COG0050	J	Translation_elongation_factor_EF-Tu,_a_GTPase	8030000841	Ga0609993_01_172384_173571	elongation_factor_Tu	8030000678	Enterococcus_faecalis_AKSZ-208	172384	173571	SAMN27545017
COG0051	J	Ribosomal_protein_S10	8030000844	Ga0609993_01_176364_176672	small_subunit_ribosomal_protein_S10	8030000678	Enterococcus_faecalis_AKSZ-208	176364	176672	SAMN27545017
COG0052	J	Ribosomal_protein_S2	8030002710	Ga0609993_01_2014279_2015064	small_subunit_ribosomal_protein_S2	8030000678	Enterococcus_faecalis_AKSZ-208	2014279	2015064	SAMN27545017
COG0053	P	Divalent_metal_cation_(Fe/Co/Zn/Cd)_transporter	8030000945	Ga0609993_01_244884_245819	cation_diffusion_facilitator_family_transporter	8030000678	Enterococcus_faecalis_AKSZ-208	244884	245819	SAMN27545017
COG0053	P	Divalent_metal_cation_(Fe/Co/Zn/Cd)_transporter	8030001382	Ga0609993_01_679303_680472	cation_diffusion_facilitator_family_transporter	8030000678	Enterococcus_faecalis_AKSZ-208	679303	680472	SAMN27545017
COG0055	C	FoF1-type_ATP_synthase,_beta_subunit	8030002870	Ga0609993_01_2175718_2177124	F-type_H+-transporting_ATPase_subunit_beta	8030000678	Enterococcus_faecalis_AKSZ-208	2175718	2177124	SAMN27545017
COG0056	C	FoF1-type_ATP_synthase,_alpha_subunit	8030002872	Ga0609993_01_2178130_2179686	F-type_H+-transporting_ATPase_subunit_alpha	8030000678	Enterococcus_faecalis_AKSZ-208	2178130	2179686	SAMN27545017
COG0057	G	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	8030002045	Ga0609993_01_1346833_1347843	glyceraldehyde_3-phosphate_dehydrogenase	8030000678	Enterococcus_faecalis_AKSZ-208	1346833	1347843	SAMN27545017
COG0057	G	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	8030002394	Ga0609993_01_1696259_1697260	glyceraldehyde_3-phosphate_dehydrogenase	8030000678	Enterococcus_faecalis_AKSZ-208	1696259	1697260	SAMN27545017
COG0060	J	Isoleucyl-tRNA_synthetase	8030001546	Ga0609993_01_841056_843836	isoleucyl-tRNA_synthetase	8030000678	Enterococcus_faecalis_AKSZ-208	841056	843836	SAMN27545017
COG0061	H	NAD_kinase	8030002925	Ga0609993_01_2233821_2234618	NAD+_kinase	8030000678	Enterococcus_faecalis_AKSZ-208	2233821	2234618	SAMN27545017
COG0063	F	NAD(P)H-hydrate_repair_enzyme_Nnr,_NAD(P)H-hydrate_dehydratase_domain	8030002310	Ga0609993_01_1607219_1608094	ADP-dependent_NAD(P)H-hydrate_dehydratase	8030000678	Enterococcus_faecalis_AKSZ-208	1607219	1608094	SAMN27545017
COG0064	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_B_subunit	8030001246	Ga0609993_01_541835_543265	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln)_amidotransferase_subunit_B	8030000678	Enterococcus_faecalis_AKSZ-208	541835	543265	SAMN27545017
COG0072	J	Phenylalanyl-tRNA_synthetase_beta_subunit	8030001688	Ga0609993_01_985515_987938	phenylalanyl-tRNA_synthetase_beta_chain	8030000678	Enterococcus_faecalis_AKSZ-208	985515	987938	SAMN27545017
COG0073	J	tRNA-binding_EMAP/Myf_domain<<>>COG0143	8030001452	Ga0609993_01_754968_756977	methionyl-tRNA_synthetase	8030000678	Enterococcus_faecalis_AKSZ-208	754968	756977	SAMN27545017
COG0073	J	tRNA-binding_EMAP/Myf_domain	8030003210	Ga0609993_01_2530511_2531131	tRNA-binding_protein	8030000678	Enterococcus_faecalis_AKSZ-208	2530511	2531131	SAMN27545017
COG0074	C	Succinyl-CoA_synthetase,_alpha_subunit	8030000993	Ga0609993_01_292621_295632	succinyl-CoA_synthetase_alpha_subunit	8030000678	Enterococcus_faecalis_AKSZ-208	292621	295632	SAMN27545017
COG0074	C	Succinyl-CoA_synthetase,_alpha_subunit	8030003194	Ga0609993_01_2506220_2507767	succinyl-CoA_synthetase_alpha_subunit	8030000678	Enterococcus_faecalis_AKSZ-208	2506220	2507767	SAMN27545017
COG0075	E F	Archaeal_aspartate_aminotransferase_or_a_related_aminotransferase,_includes_purine_catabolism_protein_PucG	8030003169	Ga0609993_01_2475559_2476767	(S)-ureidoglycine-glyoxylate_aminotransferase	8030000678	Enterococcus_faecalis_AKSZ-208	2475559	2476767	SAMN27545017
COG0076	E	Glutamate_or_tyrosine_decarboxylase_or_a_related_PLP-dependent_protein	8030001156	Ga0609993_01_447272_449134	tyrosine_decarboxylase	8030000678	Enterococcus_faecalis_AKSZ-208	447272	449134	SAMN27545017
COG0077	E	Prephenate_dehydratase	8030002085	Ga0609993_01_1384326_1385174	prephenate_dehydratase	8030000678	Enterococcus_faecalis_AKSZ-208	1384326	1385174	SAMN27545017
COG0078	E	Ornithine_carbamoyltransferase	8030001252	Ga0609993_01_547963_548982	putrescine_carbamoyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	547963	548982	SAMN27545017
COG0078	E	Ornithine_carbamoyltransferase	8030002841	Ga0609993_01_2143207_2144484	knotted_carbamoyltransferase_YgeW	8030000678	Enterococcus_faecalis_AKSZ-208	2143207	2144484	SAMN27545017
COG0078	E	Ornithine_carbamoyltransferase	8030000774	Ga0609993_01_110018_111037	ornithine_carbamoyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	110018	111037	SAMN27545017
COG0080	J	Ribosomal_protein_L11	8030002970	Ga0609993_01_2283801_2284223	large_subunit_ribosomal_protein_L11	8030000678	Enterococcus_faecalis_AKSZ-208	2283801	2284223	SAMN27545017
COG0081	J	Ribosomal_protein_L1	8030002969	Ga0609993_01_2283000_2283689	large_subunit_ribosomal_protein_L1	8030000678	Enterococcus_faecalis_AKSZ-208	2283000	2283689	SAMN27545017
COG0082	E	Chorismate_synthase	8030002081	Ga0609993_01_1380205_1381371	chorismate_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	1380205	1381371	SAMN27545017
COG0083	E	Homoserine_kinase	8030002728	Ga0609993_01_2030086_2030949	homoserine_kinase	8030000678	Enterococcus_faecalis_AKSZ-208	2030086	2030949	SAMN27545017
COG0084	N	Tat_protein_secretion_system_quality_control_protein_TatD_(DNase_activity)	8030001456	Ga0609993_01_760494_761264	TatD_DNase_family_protein	8030000678	Enterococcus_faecalis_AKSZ-208	760494	761264	SAMN27545017
COG0085	K	DNA-directed_RNA_polymerase,_beta_subunit/140_kD_subunit	8030003395	Ga0609993_01_2719970_2723584	DNA-directed_RNA_polymerase_subunit_beta	8030000678	Enterococcus_faecalis_AKSZ-208	2719970	2723584	SAMN27545017
COG0086	K	DNA-directed_RNA_polymerase,_beta'_subunit/160_kD_subunit	8030003394	Ga0609993_01_2716150_2719803	DNA-directed_RNA_polymerase_subunit_beta'	8030000678	Enterococcus_faecalis_AKSZ-208	2716150	2719803	SAMN27545017
COG0087	J	Ribosomal_protein_L3	8030000845	Ga0609993_01_176694_177323	large_subunit_ribosomal_protein_L3	8030000678	Enterococcus_faecalis_AKSZ-208	176694	177323	SAMN27545017
COG0088	J	Ribosomal_protein_L4	8030000846	Ga0609993_01_177349_177972	large_subunit_ribosomal_protein_L4	8030000678	Enterococcus_faecalis_AKSZ-208	177349	177972	SAMN27545017
COG0089	J	Ribosomal_protein_L23	8030000847	Ga0609993_01_177972_178262	large_subunit_ribosomal_protein_L23	8030000678	Enterococcus_faecalis_AKSZ-208	177972	178262	SAMN27545017
COG0090	J	Ribosomal_protein_L2	8030000848	Ga0609993_01_178302_179132	large_subunit_ribosomal_protein_L2	8030000678	Enterococcus_faecalis_AKSZ-208	178302	179132	SAMN27545017
COG0091	J	Ribosomal_protein_L22	8030000850	Ga0609993_01_179475_179822	large_subunit_ribosomal_protein_L22	8030000678	Enterococcus_faecalis_AKSZ-208	179475	179822	SAMN27545017
COG0092	J	Ribosomal_protein_S3	8030000851	Ga0609993_01_179889_180545	small_subunit_ribosomal_protein_S3	8030000678	Enterococcus_faecalis_AKSZ-208	179889	180545	SAMN27545017
COG0093	J	Ribosomal_protein_L14	8030000855	Ga0609993_01_181508_181876	large_subunit_ribosomal_protein_L14	8030000678	Enterococcus_faecalis_AKSZ-208	181508	181876	SAMN27545017
COG0094	J	Ribosomal_protein_L5	8030000857	Ga0609993_01_182249_182788	large_subunit_ribosomal_protein_L5	8030000678	Enterococcus_faecalis_AKSZ-208	182249	182788	SAMN27545017
COG0095	H	Lipoate-protein_ligase_A	8030001171	Ga0609993_01_460989_462002	lipoate-protein_ligase_A	8030000678	Enterococcus_faecalis_AKSZ-208	460989	462002	SAMN27545017
COG0095	H	Lipoate-protein_ligase_A	8030002992	Ga0609993_01_2305189_2306193	lipoate-protein_ligase_A	8030000678	Enterococcus_faecalis_AKSZ-208	2305189	2306193	SAMN27545017
COG0095	H	Lipoate-protein_ligase_A	8030001716	Ga0609993_01_1011102_1011953	octanoyl-[GcvH]:protein_N-octanoyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	1011102	1011953	SAMN27545017
COG0096	J	Ribosomal_protein_S8	8030000859	Ga0609993_01_183028_183426	small_subunit_ribosomal_protein_S8	8030000678	Enterococcus_faecalis_AKSZ-208	183028	183426	SAMN27545017
COG0097	J	Ribosomal_protein_L6P/L9E	8030000860	Ga0609993_01_183458_183994	large_subunit_ribosomal_protein_L6	8030000678	Enterococcus_faecalis_AKSZ-208	183458	183994	SAMN27545017
COG0098	J	Ribosomal_protein_S5	8030000862	Ga0609993_01_184532_185032	small_subunit_ribosomal_protein_S5	8030000678	Enterococcus_faecalis_AKSZ-208	184532	185032	SAMN27545017
COG0099	J	Ribosomal_protein_S13	8030000869	Ga0609993_01_188348_188713	small_subunit_ribosomal_protein_S13	8030000678	Enterococcus_faecalis_AKSZ-208	188348	188713	SAMN27545017
COG0100	J	Ribosomal_protein_S11	8030000870	Ga0609993_01_188741_189130	small_subunit_ribosomal_protein_S11	8030000678	Enterococcus_faecalis_AKSZ-208	188741	189130	SAMN27545017
COG0101	J	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	8030000879	Ga0609993_01_195970_196719	tRNA_pseudouridine38-40_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	195970	196719	SAMN27545017
COG0101	J	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	8030003201	Ga0609993_01_2516526_2517266	tRNA_pseudouridine38-40_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	2516526	2517266	SAMN27545017
COG0102	J	Ribosomal_protein_L13	8030003388	Ga0609993_01_2711717_2712160	large_subunit_ribosomal_protein_L13	8030000678	Enterococcus_faecalis_AKSZ-208	2711717	2712160	SAMN27545017
COG0103	J	Ribosomal_protein_S9	8030003387	Ga0609993_01_2711311_2711703	small_subunit_ribosomal_protein_S9	8030000678	Enterococcus_faecalis_AKSZ-208	2711311	2711703	SAMN27545017
COG0104	F	Adenylosuccinate_synthase	8030000690	Ga0609993_01_14989_16281	adenylosuccinate_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	14989	16281	SAMN27545017
COG0105	F	Nucleoside_diphosphate_kinase	8030001579	Ga0609993_01_878560_878961	nucleoside-diphosphate_kinase	8030000678	Enterococcus_faecalis_AKSZ-208	878560	878961	SAMN27545017
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8030001628	Ga0609993_01_921298_921936	maltose_O-acetyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	921298	921936	SAMN27545017
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8030003550	Ga0609993_02_46827_47435	sugar_O-acyltransferase_(sialic_acid_O-acetyltransferase_NeuD_family)	8030000678	Enterococcus_faecalis_AKSZ-208	46827	47435	SAMN27545017
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8030003134	Ga0609993_01_2439781_2440362	acetyltransferase-like_isoleucine_patch_superfamily_enzyme	8030000678	Enterococcus_faecalis_AKSZ-208	2439781	2440362	SAMN27545017
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	8030003313	Ga0609993_01_2632262_2633263	phosphoglycerate_dehydrogenase-like_enzyme	8030000678	Enterococcus_faecalis_AKSZ-208	2632262	2633263	SAMN27545017
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	8030003098	Ga0609993_01_2400770_2401732	phosphoglycerate_dehydrogenase-like_enzyme	8030000678	Enterococcus_faecalis_AKSZ-208	2400770	2401732	SAMN27545017
COG0112	E	Glycine/serine_hydroxymethyltransferase	8030002817	Ga0609993_01_2115850_2117088	glycine_hydroxymethyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	2115850	2117088	SAMN27545017
COG0115	E H	Branched-chain_amino_acid_aminotransferase/4-amino-4-deoxychorismate_lyase	8030002313	Ga0609993_01_1610350_1611369	branched-chain_amino_acid_aminotransferase	8030000678	Enterococcus_faecalis_AKSZ-208	1610350	1611369	SAMN27545017
COG0116	J	23S_rRNA_G2445_N2-methylase_RlmL	8030001725	Ga0609993_01_1020201_1021364	putative_N6-adenine-specific_DNA_methylase	8030000678	Enterococcus_faecalis_AKSZ-208	1020201	1021364	SAMN27545017
COG0120	G	Ribose_5-phosphate_isomerase	8030000837	Ga0609993_01_168104_168784	ribose_5-phosphate_isomerase_A	8030000678	Enterococcus_faecalis_AKSZ-208	168104	168784	SAMN27545017
COG0124	J	Histidyl-tRNA_synthetase	8030002401	Ga0609993_01_1703612_1704913	histidyl-tRNA_synthetase	8030000678	Enterococcus_faecalis_AKSZ-208	1703612	1704913	SAMN27545017
COG0125	F	Thymidylate_kinase	8030003014	Ga0609993_01_2327277_2327915	dTMP_kinase	8030000678	Enterococcus_faecalis_AKSZ-208	2327277	2327915	SAMN27545017
COG0126	G	3-phosphoglycerate_kinase	8030002393	Ga0609993_01_1694939_1696132	phosphoglycerate_kinase	8030000678	Enterococcus_faecalis_AKSZ-208	1694939	1696132	SAMN27545017
COG0127	F	Inosine/xanthosine_triphosphate_pyrophosphatase,_all-alpha_NTP-PPase_family	8030003427	Ga0609993_01_2755246_2755839	XTP/dITP_diphosphohydrolase	8030000678	Enterococcus_faecalis_AKSZ-208	2755246	2755839	SAMN27545017
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	8030002083	Ga0609993_01_1382512_1383792	3-phosphoshikimate_1-carboxyvinyltransferase	8030000678	Enterococcus_faecalis_AKSZ-208	1382512	1383792	SAMN27545017
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	8030001645	Ga0609993_01_934504_934809	5-enolpyruvylshikimate-3-phosphate_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	934504	934809	SAMN27545017
COG0130	J	tRNA_U55_pseudouridine_synthase_TruB,_may_also_work_on_U342_of_tmRNA	8030001863	Ga0609993_01_1157732_1158652	tRNA_pseudouridine55_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	1157732	1158652	SAMN27545017
COG0136	E	Aspartate-semialdehyde_dehydrogenase	8030001755	Ga0609993_01_1047581_1048648	aspartate-semialdehyde_dehydrogenase	8030000678	Enterococcus_faecalis_AKSZ-208	1047581	1048648	SAMN27545017
COG0138	F	AICAR_transformylase/IMP_cyclohydrolase_PurH	8030002299	Ga0609993_01_1595849_1597390	phosphoribosylaminoimidazolecarboxamide_formyltransferase/IMP_cyclohydrolase	8030000678	Enterococcus_faecalis_AKSZ-208	1595849	1597390	SAMN27545017
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8030001522	Ga0609993_01_818104_818985	geranylgeranyl_diphosphate_synthase_type_II	8030000678	Enterococcus_faecalis_AKSZ-208	818104	818985	SAMN27545017
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8030002488	Ga0609993_01_1773070_1774050	heptaprenyl_diphosphate_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	1773070	1774050	SAMN27545017
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8030003421	Ga0609993_01_2750746_2751732	heptaprenyl_diphosphate_synthase	8030000678	Enterococcus_faecalis_AKSZ-208	2750746	2751732	SAMN27545017
