COG	Cat	COG_Annotation	Gene_ID	Locus_Tag	Gene_Product_Name	Genome_ID	Genome_Name	Start_Coord	End_Coord	NCBI_Biosample_Accession
COG0017	J	Aspartyl/asparaginyl-tRNA_synthetase	8019253188	Ga0599599_01_1907000_1908334	asparaginyl-tRNA_synthetase	8019251303	Enterococcus_faecalis_661	1907000	1908334	SAMN23424737
COG0018	J	Arginyl-tRNA_synthetase	8019253273	Ga0599599_01_1998456_2000147	arginyl-tRNA_synthetase	8019251303	Enterococcus_faecalis_661	1998456	2000147	SAMN23424737
COG0019	E	Diaminopimelate_decarboxylase	8019252554	Ga0599599_01_1248270_1249562	diaminopimelate_decarboxylase	8019251303	Enterococcus_faecalis_661	1248270	1249562	SAMN23424737
COG0020	I	Undecaprenyl_pyrophosphate_synthase	8019253297	Ga0599599_01_2026369_2027184	undecaprenyl_diphosphate_synthase	8019251303	Enterococcus_faecalis_661	2026369	2027184	SAMN23424737
COG0021	G	Transketolase	8019252632	Ga0599599_01_1326450_1328444	transketolase	8019251303	Enterococcus_faecalis_661	1326450	1328444	SAMN23424737
COG0022	C	Pyruvate/2-oxoglutarate/acetoin_dehydrogenase_complex,_dehydrogenase_(E1)_component	8019252475	Ga0599599_01_1163579_1164556	pyruvate_dehydrogenase_E1_component_beta_subunit	8019251303	Enterococcus_faecalis_661	1163579	1164556	SAMN23424737
COG0022	C	Pyruvate/2-oxoglutarate/acetoin_dehydrogenase_complex,_dehydrogenase_(E1)_component	8019252704	Ga0599599_01_1406267_1407253	2-oxoisovalerate_dehydrogenase_E1_component_beta_subunit	8019251303	Enterococcus_faecalis_661	1406267	1407253	SAMN23424737
COG0024	J	Methionine_aminopeptidase	8019253116	Ga0599599_01_1821113_1821877	methionyl_aminopeptidase	8019251303	Enterococcus_faecalis_661	1821113	1821877	SAMN23424737
COG0025	P	NhaP-type_Na+/H+_or_K+/H+_antiporter	8019252624	Ga0599599_01_1318628_1319668	NhaP-type_Na+/H+_or_K+/H+_antiporter	8019251303	Enterococcus_faecalis_661	1318628	1319668	SAMN23424737
COG0026	F	Phosphoribosylaminoimidazole_carboxylase_(NCAIR_synthetase)	8019252826	Ga0599599_01_1522511_1523635	5-(carboxyamino)imidazole_ribonucleotide_synthase	8019251303	Enterococcus_faecalis_661	1522511	1523635	SAMN23424737
COG0026	F	Phosphoribosylaminoimidazole_carboxylase_(NCAIR_synthetase)	8019253179	Ga0599599_01_1899871_1900986	5-(carboxyamino)imidazole_ribonucleotide_synthase	8019251303	Enterococcus_faecalis_661	1899871	1900986	SAMN23424737
COG0028	E H	Acetolactate_synthase_large_subunit_or_other_thiamine_pyrophosphate-requiring_enzyme	8019252333	Ga0599599_01_1015019_1016671	acetolactate_synthase-1/2/3_large_subunit	8019251303	Enterococcus_faecalis_661	1015019	1016671	SAMN23424737
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8019254150	Ga0599599_02_91611_92348	23S_rRNA_(adenine-N6)-dimethyltransferase	8019251303	Enterococcus_faecalis_661	91611	92348	SAMN23424737
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8019251979	Ga0599599_01_686427_687314	16S_rRNA_(adenine1518-N6/adenine1519-N6)-dimethyltransferase	8019251303	Enterococcus_faecalis_661	686427	687314	SAMN23424737
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8019254161	Ga0599599_02_98847_99584	23S_rRNA_(adenine-N6)-dimethyltransferase	8019251303	Enterococcus_faecalis_661	98847	99584	SAMN23424737
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8019254169	Ga0599599_03_4192_4923	23S_rRNA_(adenine-N6)-dimethyltransferase	8019251303	Enterococcus_faecalis_661	4192	4923	SAMN23424737
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	8019254130	Ga0599599_02_74797_75534	23S_rRNA_(adenine-N6)-dimethyltransferase	8019251303	Enterococcus_faecalis_661	74797	75534	SAMN23424737
COG0031	E	Cysteine_synthase	8019251558	Ga0599599_01_242790_243707	cysteine_synthase_A	8019251303	Enterococcus_faecalis_661	242790	243707	SAMN23424737
COG0031	E	Cysteine_synthase	8019252635	Ga0599599_01_1331130_1332062	cysteine_synthase_A	8019251303	Enterococcus_faecalis_661	1331130	1332062	SAMN23424737
COG0034	F	Glutamine_phosphoribosylpyrophosphate_amidotransferase	8019252821	Ga0599599_01_1517075_1518514	amidophosphoribosyltransferase	8019251303	Enterococcus_faecalis_661	1517075	1518514	SAMN23424737
COG0035	F	Uracil_phosphoribosyltransferase	8019253316	Ga0599599_01_2044081_2044710	uracil_phosphoribosyltransferase	8019251303	Enterococcus_faecalis_661	2044081	2044710	SAMN23424737
COG0036	G	Pentose-5-phosphate-3-epimerase	8019252570	Ga0599599_01_1265461_1266150	D-allulose-6-phosphate_3-epimerase	8019251303	Enterococcus_faecalis_661	1265461	1266150	SAMN23424737
COG0036	G	Pentose-5-phosphate-3-epimerase	8019253836	Ga0599599_01_2557902_2558555	ribulose-phosphate_3-epimerase	8019251303	Enterococcus_faecalis_661	2557902	2558555	SAMN23424737
COG0037	J	tRNA(Ile)-lysidine_synthase_TilS/MesJ	8019251505	Ga0599599_01_209344_210732	tRNA(Ile)-lysidine_synthase	8019251303	Enterococcus_faecalis_661	209344	210732	SAMN23424737
COG0038	P	H+/Cl-_antiporter_ClcA	8019251781	Ga0599599_01_474546_476105	H+/Cl-_antiporter_ClcA	8019251303	Enterococcus_faecalis_661	474546	476105	SAMN23424737
COG0038	P	H+/Cl-_antiporter_ClcA	8019253268	Ga0599599_01_1995495_1996760	H+/Cl-_antiporter_ClcA	8019251303	Enterococcus_faecalis_661	1995495	1996760	SAMN23424737
COG0038	P	H+/Cl-_antiporter_ClcA	8019253733	Ga0599599_01_2448340_2449548	H+/Cl-_antiporter_ClcA	8019251303	Enterococcus_faecalis_661	2448340	2449548	SAMN23424737
COG0039	C	Malate/lactate_dehydrogenase	8019251694	Ga0599599_01_386619_387572	L-lactate_dehydrogenase	8019251303	Enterococcus_faecalis_661	386619	387572	SAMN23424737
COG0039	C	Malate/lactate_dehydrogenase	8019251498	Ga0599599_01_200673_201665	L-lactate_dehydrogenase	8019251303	Enterococcus_faecalis_661	200673	201665	SAMN23424737
COG0041	F	Phosphoribosylcarboxyaminoimidazole_(NCAIR)_mutase	8019252827	Ga0599599_01_1523628_1524116	5-(carboxyamino)imidazole_ribonucleotide_mutase	8019251303	Enterococcus_faecalis_661	1523628	1524116	SAMN23424737
COG0042	J	tRNA-dihydrouridine_synthase	8019253916	Ga0599599_01_2639803_2640777	tRNA-dihydrouridine_synthase	8019251303	Enterococcus_faecalis_661	2639803	2640777	SAMN23424737
COG0042	J	tRNA-dihydrouridine_synthase	8019251509	Ga0599599_01_214616_215614	nifR3_family_TIM-barrel_protein	8019251303	Enterococcus_faecalis_661	214616	215614	SAMN23424737
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8019252761	Ga0599599_01_1461663_1462946	dihydroorotase	8019251303	Enterococcus_faecalis_661	1461663	1462946	SAMN23424737
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8019253344	Ga0599599_01_2075966_2077339	dihydropyrimidinase	8019251303	Enterococcus_faecalis_661	2075966	2077339	SAMN23424737
COG0044	F	Dihydroorotase_or_related_cyclic_amidohydrolase	8019253725	Ga0599599_01_2439214_2440578	allantoinase	8019251303	Enterococcus_faecalis_661	2439214	2440578	SAMN23424737
COG0046	F	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_synthetase_domain	8019252822	Ga0599599_01_1518490_1520709	phosphoribosylformylglycinamidine_synthase_II	8019251303	Enterococcus_faecalis_661	1518490	1520709	SAMN23424737
COG0047	F	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_glutamine_amidotransferase_domain	8019252823	Ga0599599_01_1520706_1521380	phosphoribosylformylglycinamidine_synthase_I	8019251303	Enterococcus_faecalis_661	1520706	1521380	SAMN23424737
COG0048	J	Ribosomal_protein_S12	8019251443	Ga0599599_01_160666_161079	small_subunit_ribosomal_protein_S12	8019251303	Enterococcus_faecalis_661	160666	161079	SAMN23424737
COG0049	J	Ribosomal_protein_S7	8019251444	Ga0599599_01_161135_161605	small_subunit_ribosomal_protein_S7	8019251303	Enterococcus_faecalis_661	161135	161605	SAMN23424737
COG0050	J	Translation_elongation_factor_EF-Tu,_a_GTPase	8019251446	Ga0599599_01_163921_165108	elongation_factor_Tu	8019251303	Enterococcus_faecalis_661	163921	165108	SAMN23424737
COG0051	J	Ribosomal_protein_S10	8019251449	Ga0599599_01_167900_168208	small_subunit_ribosomal_protein_S10	8019251303	Enterococcus_faecalis_661	167900	168208	SAMN23424737
COG0052	J	Ribosomal_protein_S2	8019253207	Ga0599599_01_1934216_1935001	small_subunit_ribosomal_protein_S2	8019251303	Enterococcus_faecalis_661	1934216	1935001	SAMN23424737
COG0053	P	Divalent_metal_cation_(Fe/Co/Zn/Cd)_transporter	8019251549	Ga0599599_01_235479_236414	cation_diffusion_facilitator_family_transporter	8019251303	Enterococcus_faecalis_661	235479	236414	SAMN23424737
COG0053	P	Divalent_metal_cation_(Fe/Co/Zn/Cd)_transporter	8019251906	Ga0599599_01_604926_606095	cation_diffusion_facilitator_family_transporter	8019251303	Enterococcus_faecalis_661	604926	606095	SAMN23424737
COG0055	C	FoF1-type_ATP_synthase,_beta_subunit	8019253370	Ga0599599_01_2104712_2106118	F-type_H+-transporting_ATPase_subunit_beta	8019251303	Enterococcus_faecalis_661	2104712	2106118	SAMN23424737
COG0056	C	FoF1-type_ATP_synthase,_alpha_subunit	8019253372	Ga0599599_01_2107116_2108672	F-type_H+-transporting_ATPase_subunit_alpha	8019251303	Enterococcus_faecalis_661	2107116	2108672	SAMN23424737
COG0057	G	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	8019252578	Ga0599599_01_1276726_1277736	glyceraldehyde_3-phosphate_dehydrogenase	8019251303	Enterococcus_faecalis_661	1276726	1277736	SAMN23424737
COG0057	G	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	8019252948	Ga0599599_01_1656823_1657824	glyceraldehyde_3-phosphate_dehydrogenase	8019251303	Enterococcus_faecalis_661	1656823	1657824	SAMN23424737
COG0060	J	Isoleucyl-tRNA_synthetase	8019252055	Ga0599599_01_757313_760093	isoleucyl-tRNA_synthetase	8019251303	Enterococcus_faecalis_661	757313	760093	SAMN23424737
COG0061	H	NAD_kinase	8019253425	Ga0599599_01_2159945_2160742	NAD+_kinase	8019251303	Enterococcus_faecalis_661	2159945	2160742	SAMN23424737
COG0063	F	NAD(P)H-hydrate_repair_enzyme_Nnr,_NAD(P)H-hydrate_dehydratase_domain	8019252829	Ga0599599_01_1525305_1526180	ADP-dependent_NAD(P)H-hydrate_dehydratase	8019251303	Enterococcus_faecalis_661	1525305	1526180	SAMN23424737
COG0064	J	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_B_subunit	8019251787	Ga0599599_01_483040_484470	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln)_amidotransferase_subunit_B	8019251303	Enterococcus_faecalis_661	483040	484470	SAMN23424737
COG0072	J	Phenylalanyl-tRNA_synthetase_beta_subunit	8019252239	Ga0599599_01_924750_927173	phenylalanyl-tRNA_synthetase_beta_chain	8019251303	Enterococcus_faecalis_661	924750	927173	SAMN23424737
COG0073	J	tRNA-binding_EMAP/Myf_domain<<>>COG0143	8019251974	Ga0599599_01_679531_681540	methionyl-tRNA_synthetase	8019251303	Enterococcus_faecalis_661	679531	681540	SAMN23424737
COG0073	J	tRNA-binding_EMAP/Myf_domain	8019253752	Ga0599599_01_2476049_2476669	tRNA-binding_protein	8019251303	Enterococcus_faecalis_661	2476049	2476669	SAMN23424737
COG0074	C	Succinyl-CoA_synthetase,_alpha_subunit	8019251596	Ga0599599_01_282323_285334	succinyl-CoA_synthetase_alpha_subunit	8019251303	Enterococcus_faecalis_661	282323	285334	SAMN23424737
COG0074	C	Succinyl-CoA_synthetase,_alpha_subunit	8019253736	Ga0599599_01_2452386_2453945	FdrA_protein	8019251303	Enterococcus_faecalis_661	2452386	2453945	SAMN23424737
COG0075	E F	Archaeal_aspartate_aminotransferase_or_a_related_aminotransferase,_includes_purine_catabolism_protein_PucG	8019253721	Ga0599599_01_2433879_2435087	(S)-ureidoglycine-glyoxylate_aminotransferase	8019251303	Enterococcus_faecalis_661	2433879	2435087	SAMN23424737
COG0076	E	Glutamate_or_tyrosine_decarboxylase_or_a_related_PLP-dependent_protein	8019251687	Ga0599599_01_379054_380916	tyrosine_decarboxylase	8019251303	Enterococcus_faecalis_661	379054	380916	SAMN23424737
COG0077	E	Prephenate_dehydratase	8019252618	Ga0599599_01_1314218_1315066	prephenate_dehydratase	8019251303	Enterococcus_faecalis_661	1314218	1315066	SAMN23424737
COG0078	E	Ornithine_carbamoyltransferase	8019251394	Ga0599599_01_108579_109598	ornithine_carbamoyltransferase	8019251303	Enterococcus_faecalis_661	108579	109598	SAMN23424737
COG0078	E	Ornithine_carbamoyltransferase	8019253341	Ga0599599_01_2072201_2073394	knotted_carbamoyltransferase_YgeW	8019251303	Enterococcus_faecalis_661	2072201	2073394	SAMN23424737
COG0078	E	Ornithine_carbamoyltransferase	8019251793	Ga0599599_01_489023_490042	putrescine_carbamoyltransferase	8019251303	Enterococcus_faecalis_661	489023	490042	SAMN23424737
COG0080	J	Ribosomal_protein_L11	8019253469	Ga0599599_01_2208343_2208765	large_subunit_ribosomal_protein_L11	8019251303	Enterococcus_faecalis_661	2208343	2208765	SAMN23424737
COG0081	J	Ribosomal_protein_L1	8019253468	Ga0599599_01_2207542_2208231	large_subunit_ribosomal_protein_L1	8019251303	Enterococcus_faecalis_661	2207542	2208231	SAMN23424737
COG0082	E	Chorismate_synthase	8019252614	Ga0599599_01_1310097_1311263	chorismate_synthase	8019251303	Enterococcus_faecalis_661	1310097	1311263	SAMN23424737
COG0083	E	Homoserine_kinase	8019253225	Ga0599599_01_1950185_1951048	homoserine_kinase	8019251303	Enterococcus_faecalis_661	1950185	1951048	SAMN23424737
COG0084	N	Tat_protein_secretion_system_quality_control_protein_TatD_(DNase_activity)	8019251977	Ga0599599_01_685057_685827	TatD_DNase_family_protein	8019251303	Enterococcus_faecalis_661	685057	685827	SAMN23424737
COG0085	K	DNA-directed_RNA_polymerase,_beta_subunit/140_kD_subunit	8019253934	Ga0599599_01_2660878_2664492	DNA-directed_RNA_polymerase_subunit_beta	8019251303	Enterococcus_faecalis_661	2660878	2664492	SAMN23424737
COG0086	K	DNA-directed_RNA_polymerase,_beta'_subunit/160_kD_subunit	8019253933	Ga0599599_01_2657058_2660711	DNA-directed_RNA_polymerase_subunit_beta'	8019251303	Enterococcus_faecalis_661	2657058	2660711	SAMN23424737
COG0087	J	Ribosomal_protein_L3	8019251450	Ga0599599_01_168230_168859	large_subunit_ribosomal_protein_L3	8019251303	Enterococcus_faecalis_661	168230	168859	SAMN23424737
COG0088	J	Ribosomal_protein_L4	8019251451	Ga0599599_01_168885_169508	large_subunit_ribosomal_protein_L4	8019251303	Enterococcus_faecalis_661	168885	169508	SAMN23424737
COG0089	J	Ribosomal_protein_L23	8019251452	Ga0599599_01_169508_169798	large_subunit_ribosomal_protein_L23	8019251303	Enterococcus_faecalis_661	169508	169798	SAMN23424737
COG0090	J	Ribosomal_protein_L2	8019251453	Ga0599599_01_169838_170668	large_subunit_ribosomal_protein_L2	8019251303	Enterococcus_faecalis_661	169838	170668	SAMN23424737
COG0091	J	Ribosomal_protein_L22	8019251455	Ga0599599_01_171011_171358	large_subunit_ribosomal_protein_L22	8019251303	Enterococcus_faecalis_661	171011	171358	SAMN23424737
COG0092	J	Ribosomal_protein_S3	8019251456	Ga0599599_01_171425_172081	small_subunit_ribosomal_protein_S3	8019251303	Enterococcus_faecalis_661	171425	172081	SAMN23424737
COG0093	J	Ribosomal_protein_L14	8019251460	Ga0599599_01_173044_173412	large_subunit_ribosomal_protein_L14	8019251303	Enterococcus_faecalis_661	173044	173412	SAMN23424737
COG0094	J	Ribosomal_protein_L5	8019251462	Ga0599599_01_173785_174324	large_subunit_ribosomal_protein_L5	8019251303	Enterococcus_faecalis_661	173785	174324	SAMN23424737
COG0095	H	Lipoate-protein_ligase_A	8019252266	Ga0599599_01_949269_950120	octanoyl-[GcvH]:protein_N-octanoyltransferase	8019251303	Enterococcus_faecalis_661	949269	950120	SAMN23424737
COG0095	H	Lipoate-protein_ligase_A	8019253491	Ga0599599_01_2229728_2230732	lipoate-protein_ligase_A	8019251303	Enterococcus_faecalis_661	2229728	2230732	SAMN23424737
COG0095	H	Lipoate-protein_ligase_A	8019251702	Ga0599599_01_392770_393783	lipoate-protein_ligase_A	8019251303	Enterococcus_faecalis_661	392770	393783	SAMN23424737
COG0096	J	Ribosomal_protein_S8	8019251464	Ga0599599_01_174564_174962	small_subunit_ribosomal_protein_S8	8019251303	Enterococcus_faecalis_661	174564	174962	SAMN23424737
COG0097	J	Ribosomal_protein_L6P/L9E	8019251465	Ga0599599_01_174994_175530	large_subunit_ribosomal_protein_L6	8019251303	Enterococcus_faecalis_661	174994	175530	SAMN23424737
COG0098	J	Ribosomal_protein_S5	8019251467	Ga0599599_01_176068_176568	small_subunit_ribosomal_protein_S5	8019251303	Enterococcus_faecalis_661	176068	176568	SAMN23424737
COG0099	J	Ribosomal_protein_S13	8019251474	Ga0599599_01_179884_180249	small_subunit_ribosomal_protein_S13	8019251303	Enterococcus_faecalis_661	179884	180249	SAMN23424737
COG0100	J	Ribosomal_protein_S11	8019251475	Ga0599599_01_180277_180666	small_subunit_ribosomal_protein_S11	8019251303	Enterococcus_faecalis_661	180277	180666	SAMN23424737
COG0101	J	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	8019251484	Ga0599599_01_187506_188255	tRNA_pseudouridine38-40_synthase	8019251303	Enterococcus_faecalis_661	187506	188255	SAMN23424737
COG0101	J	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	8019253743	Ga0599599_01_2462704_2463444	tRNA_pseudouridine38-40_synthase	8019251303	Enterococcus_faecalis_661	2462704	2463444	SAMN23424737
COG0102	J	Ribosomal_protein_L13	8019253927	Ga0599599_01_2652625_2653068	large_subunit_ribosomal_protein_L13	8019251303	Enterococcus_faecalis_661	2652625	2653068	SAMN23424737
COG0103	J	Ribosomal_protein_S9	8019253926	Ga0599599_01_2652219_2652611	small_subunit_ribosomal_protein_S9	8019251303	Enterococcus_faecalis_661	2652219	2652611	SAMN23424737
COG0104	F	Adenylosuccinate_synthase	8019251315	Ga0599599_01_14988_16280	adenylosuccinate_synthase	8019251303	Enterococcus_faecalis_661	14988	16280	SAMN23424737
COG0105	F	Nucleoside_diphosphate_kinase	8019252090	Ga0599599_01_796035_796436	nucleoside-diphosphate_kinase	8019251303	Enterococcus_faecalis_661	796035	796436	SAMN23424737
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8019253686	Ga0599599_01_2398102_2398683	acetyltransferase-like_isoleucine_patch_superfamily_enzyme	8019251303	Enterococcus_faecalis_661	2398102	2398683	SAMN23424737
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)<<>>COG1605	8019251494	Ga0599599_01_195571_196416	maltose_O-acetyltransferase	8019251303	Enterococcus_faecalis_661	195571	196416	SAMN23424737
COG0110	R	Acetyltransferase_(isoleucine_patch_superfamily)	8019252136	Ga0599599_01_836745_837383	maltose_O-acetyltransferase	8019251303	Enterococcus_faecalis_661	836745	837383	SAMN23424737
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	8019253858	Ga0599599_01_2578838_2579839	phosphoglycerate_dehydrogenase-like_enzyme	8019251303	Enterococcus_faecalis_661	2578838	2579839	SAMN23424737
COG0111	H	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	8019253650	Ga0599599_01_2359092_2360054	phosphoglycerate_dehydrogenase-like_enzyme	8019251303	Enterococcus_faecalis_661	2359092	2360054	SAMN23424737
COG0112	E	Glycine/serine_hydroxymethyltransferase	8019253317	Ga0599599_01_2044842_2046080	glycine_hydroxymethyltransferase	8019251303	Enterococcus_faecalis_661	2044842	2046080	SAMN23424737
COG0115	E H	Branched-chain_amino_acid_aminotransferase/4-amino-4-deoxychorismate_lyase	8019252832	Ga0599599_01_1528435_1529454	branched-chain_amino_acid_aminotransferase	8019251303	Enterococcus_faecalis_661	1528435	1529454	SAMN23424737
COG0116	J	23S_rRNA_G2445_N2-methylase_RlmL	8019252275	Ga0599599_01_958367_959530	putative_N6-adenine-specific_DNA_methylase	8019251303	Enterococcus_faecalis_661	958367	959530	SAMN23424737
COG0120	G	Ribose_5-phosphate_isomerase	8019251442	Ga0599599_01_159641_160321	ribose_5-phosphate_isomerase_A	8019251303	Enterococcus_faecalis_661	159641	160321	SAMN23424737
COG0124	J	Histidyl-tRNA_synthetase	8019252955	Ga0599599_01_1664175_1665476	histidyl-tRNA_synthetase	8019251303	Enterococcus_faecalis_661	1664175	1665476	SAMN23424737
COG0125	F	Thymidylate_kinase	8019252127	Ga0599599_01_826452_826967	thymidylate_kinase	8019251303	Enterococcus_faecalis_661	826452	826967	SAMN23424737
COG0125	F	Thymidylate_kinase	8019253512	Ga0599599_01_2250751_2251389	dTMP_kinase	8019251303	Enterococcus_faecalis_661	2250751	2251389	SAMN23424737
COG0126	G	3-phosphoglycerate_kinase	8019252947	Ga0599599_01_1655503_1656696	phosphoglycerate_kinase	8019251303	Enterococcus_faecalis_661	1655503	1656696	SAMN23424737
COG0127	F	Inosine/xanthosine_triphosphate_pyrophosphatase,_all-alpha_NTP-PPase_family	8019253965	Ga0599599_01_2695172_2695765	XTP/dITP_diphosphohydrolase	8019251303	Enterococcus_faecalis_661	2695172	2695765	SAMN23424737
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	8019252616	Ga0599599_01_1312404_1313684	3-phosphoshikimate_1-carboxyvinyltransferase	8019251303	Enterococcus_faecalis_661	1312404	1313684	SAMN23424737
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	8019252153	Ga0599599_01_849954_850259	5-enolpyruvylshikimate-3-phosphate_synthase	8019251303	Enterococcus_faecalis_661	849954	850259	SAMN23424737
COG0130	J	tRNA_U55_pseudouridine_synthase_TruB,_may_also_work_on_U342_of_tmRNA	8019252412	Ga0599599_01_1095868_1096788	tRNA_pseudouridine55_synthase	8019251303	Enterococcus_faecalis_661	1095868	1096788	SAMN23424737
COG0136	E	Aspartate-semialdehyde_dehydrogenase	8019252304	Ga0599599_01_985750_986817	aspartate-semialdehyde_dehydrogenase	8019251303	Enterococcus_faecalis_661	985750	986817	SAMN23424737
COG0138	F	AICAR_transformylase/IMP_cyclohydrolase_PurH	8019252818	Ga0599599_01_1514385_1515476	phosphoribosylaminoimidazolecarboxamide_formyltransferase/IMP_cyclohydrolase	8019251303	Enterococcus_faecalis_661	1514385	1515476	SAMN23424737
COG0138	F	AICAR_transformylase/IMP_cyclohydrolase_PurH	8019252817	Ga0599599_01_1513936_1514376	AICAR_transformylase/IMP_cyclohydrolase_PurH	8019251303	Enterococcus_faecalis_661	1513936	1514376	SAMN23424737
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8019253039	Ga0599599_01_1731905_1732885	heptaprenyl_diphosphate_synthase	8019251303	Enterococcus_faecalis_661	1731905	1732885	SAMN23424737
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8019252033	Ga0599599_01_736130_737011	geranylgeranyl_diphosphate_synthase_type_II	8019251303	Enterococcus_faecalis_661	736130	737011	SAMN23424737
COG0142	H	Geranylgeranyl_pyrophosphate_synthase	8019253960	Ga0599599_01_2691953_2692939	heptaprenyl_diphosphate_synthase	8019251303	Enterococcus_faecalis_661	2691953	2692939	SAMN23424737
COG0144	J	16S_rRNA_C967_or_C1407_C5-methylase,_RsmB/RsmF_family	8019253840	Ga0599599_01_2562625_2564004	16S_rRNA_(cytosine967-C5)-methyltransferase	8019251303	Enterococcus_faecalis_661	2562625	2564004	SAMN23424737
COG0145	E Q	N-methylhydantoinase_A/oxoprolinase/acetone_carboxylase,_beta_subunit	8019253973	Ga0599599_01_2701280_2702833	N-methylhydantoinase_A/oxoprolinase/acetone_carboxylase_beta_subunit	8019251303	Enterococcus_faecalis_661	2701280	2702833	SAMN23424737
COG0148	G	Enolase	8019252945	Ga0599599_01_1653269_1654567	enolase	8019251303	Enterococcus_faecalis_661	1653269	1654567	SAMN23424737
COG0149	G	Triosephosphate_isomerase	8019252946	Ga0599599_01_1654699_1655454	triosephosphate_isomerase	8019251303	Enterococcus_faecalis_661	1654699	1655454	SAMN23424737
