COG	Gene.ID	Locus.Tag	Gene.Product.Name	Genome.ID	Genome.Name	Batch1	GenBank.Accession	Start.Coord	End.Coord	Gene_Product	Cat
	8038419130	Ga0344219_05_248375_248462		8038417360	Enterococcus hirae F0221F 224	2	NA	248375	248462	NA	NA
	8038418646	Ga0344219_04_18217_18457		8038417360	Enterococcus hirae F0221F 224	2	NA	18217	18457	NA	NA
	8038419385	Ga0344219_07_42389_42490		8038417360	Enterococcus hirae F0221F 224	2	NA	42389	42490	NA	NA
	8038417654	Ga0344219_01_300661_300758		8038417360	Enterococcus hirae F0221F 224	2	NA	300661	300758	NA	NA
	8038419869	Ga0344219_10_69263_69388		8038417360	Enterococcus hirae F0221F 224	2	NA	69263	69388	NA	NA
	8038419580	Ga0344219_08_76607_76697		8038417360	Enterococcus hirae F0221F 224	2	NA	76607	76697	NA	NA
	8038418778	Ga0344219_04_148129_148173		8038417360	Enterococcus hirae F0221F 224	2	NA	148129	148173	NA	NA
	8038419110	Ga0344219_05_230715_230883		8038417360	Enterococcus hirae F0221F 224	2	NA	230715	230883	NA	NA
	8038419204	Ga0344219_06_66352_66485		8038417360	Enterococcus hirae F0221F 224	2	NA	66352	66485	NA	NA
	8038420048	Ga0344219_12_36486_36670		8038417360	Enterococcus hirae F0221F 224	2	NA	36486	36670	NA	NA
	8038420047	Ga0344219_12_36362_36608		8038417360	Enterococcus hirae F0221F 224	2	NA	36362	36608	NA	NA
	8038419227	Ga0344219_06_91073_91303		8038417360	Enterococcus hirae F0221F 224	2	NA	91073	91303	NA	NA
	8038419517	Ga0344219_08_2221_2299		8038417360	Enterococcus hirae F0221F 224	2	NA	2221	2299	NA	NA
	8038418464	Ga0344219_03_116653_116836		8038417360	Enterococcus hirae F0221F 224	2	NA	116653	116836	NA	NA
	8038418920	Ga0344219_05_8082_8272		8038417360	Enterococcus hirae F0221F 224	2	NA	8082	8272	NA	NA
	8038417982	Ga0344219_02_115919_116188		8038417360	Enterococcus hirae F0221F 224	2	NA	115919	116188	NA	NA
	8038419990	Ga0344219_11_70365_70603		8038417360	Enterococcus hirae F0221F 224	2	NA	70365	70603	NA	NA
	8038418052	Ga0344219_02_198172_198346		8038417360	Enterococcus hirae F0221F 224	2	NA	198172	198346	NA	NA
	8038418488	Ga0344219_03_139662_139845		8038417360	Enterococcus hirae F0221F 224	2	NA	139662	139845	NA	NA
	8038419853	Ga0344219_10_55949_56053		8038417360	Enterococcus hirae F0221F 224	2	NA	55949	56053	NA	NA
	8038418254	Ga0344219_02_402570_402905		8038417360	Enterococcus hirae F0221F 224	2	NA	402570	402905	NA	NA
	8038418406	Ga0344219_03_55700_55773		8038417360	Enterococcus hirae F0221F 224	2	NA	55700	55773	NA	NA
	8038418336	Ga0344219_03_30_124		8038417360	Enterococcus hirae F0221F 224	2	NA	30	124	NA	NA
	8038420191	Ga0344219_18_4_98		8038417360	Enterococcus hirae F0221F 224	2	NA	4	98	NA	NA
	8038417802	Ga0344219_01_455135_455302		8038417360	Enterococcus hirae F0221F 224	2	NA	455135	455302	NA	NA
	8038417777	Ga0344219_01_427946_428069		8038417360	Enterococcus hirae F0221F 224	2	NA	427946	428069	NA	NA
	8038418887	Ga0344219_04_255800_256180		8038417360	Enterococcus hirae F0221F 224	2	NA	255800	256180	NA	NA
	8038419413	Ga0344219_07_72955_73195		8038417360	Enterococcus hirae F0221F 224	2	NA	72955	73195	NA	NA
	8038418574	Ga0344219_03_233479_233684		8038417360	Enterococcus hirae F0221F 224	2	NA	233479	233684	NA	NA
	8038418893	Ga0344219_04_262420_263700	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	262420	263700	NA	NA
	8038419421	Ga0344219_07_80800_81117	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	80800	81117	NA	NA
	8038420146	Ga0344219_14_25659_26582	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	25659	26582	NA	NA
	8038417580	Ga0344219_01_228802_229290	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	228802	229290	NA	NA
	8038419238	Ga0344219_06_101045_101314	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	101045	101314	NA	NA
	8038419294	Ga0344219_06_154233_154403	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	154233	154403	NA	NA
	8038418966	Ga0344219_05_64116_64724	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	64116	64724	NA	NA
	8038418825	Ga0344219_04_187773_188315	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	187773	188315	NA	NA
	8038420196	Ga0344219_20_117_1676	16S ribosomal RNA	8038417360	Enterococcus hirae F0221F 224	2	NA	117	1676	NA	NA
	8038417911	Ga0344219_02_43464_44153	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	43464	44153	NA	NA
	8038420012	Ga0344219_12_561_2663	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	561	2663	NA	NA
	8038418591	Ga0344219_03_256011_256724	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	256011	256724	NA	NA
	8038419270	Ga0344219_06_131457_131663	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	131457	131663	NA	NA
	8038419955	Ga0344219_11_31877_33157	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	31877	33157	NA	NA
	8038417805	Ga0344219_01_459508_461733	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	459508	461733	NA	NA
	8038420022	Ga0344219_12_10768_12276	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	10768	12276	NA	NA
	8038419949	Ga0344219_11_26024_26605	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	26024	26605	NA	NA
	8038419992	Ga0344219_11_71418_72086	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	71418	72086	NA	NA
	8038418335	Ga0344219_02_494628_494726	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	494628	494726	NA	NA
	8038418600	Ga0344219_03_264773_265606	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	264773	265606	NA	NA
	8038419624	Ga0344219_08_126402_126749	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	126402	126749	NA	NA
	8038419465	Ga0344219_07_130526_130768	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	130526	130768	NA	NA
	8038419242	Ga0344219_06_103396_103560	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	103396	103560	NA	NA
	8038417457	Ga0344219_01_95229_95936	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	95229	95936	NA	NA
	8038417909	Ga0344219_02_41607_42173	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	41607	42173	NA	NA
	8038419188	Ga0344219_06_53097_53348	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	53097	53348	NA	NA
	8038420158	Ga0344219_15_4636_4824	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	4636	4824	NA	NA
	8038418092	Ga0344219_02_238218_240050	choice-of-anchor A domain-containing protein/LPXTG-motif cell wall-anchored protein	8038417360	Enterococcus hirae F0221F 224	2	NA	238218	240050	NA	NA
	8038417455	Ga0344219_01_93820_94047	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	93820	94047	NA	NA
	8038417751	Ga0344219_01_398720_399199	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	398720	399199	NA	NA
	8038419706	Ga0344219_09_56923_58281	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	56923	58281	NA	NA
	8038418585	Ga0344219_03_249696_250325	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	249696	250325	NA	NA
	8038420190	Ga0344219_17_209_3122	23S ribosomal RNA	8038417360	Enterococcus hirae F0221F 224	2	NA	209	3122	NA	NA
	8038418960	Ga0344219_05_57131_57286	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	57131	57286	NA	NA
	8038418710	Ga0344219_04_80559_80735	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	80559	80735	NA	NA
	8038419740	Ga0344219_09_85243_85809	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	85243	85809	NA	NA
	8038417586	Ga0344219_01_231946_232134	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	231946	232134	NA	NA
	8038419029	Ga0344219_05_131588_131755	gallidermin/nisin family lantibiotic	8038417360	Enterococcus hirae F0221F 224	2	NA	131588	131755	NA	NA
	8038419911	Ga0344219_10_93482_93679	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	93482	93679	NA	NA
	8038419009	Ga0344219_05_114190_115101	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	114190	115101	NA	NA
	8038418672	Ga0344219_04_49943_50437	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	49943	50437	NA	NA
	8038420098	Ga0344219_13_12407_13102	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	12407	13102	NA	NA
	8038420135	Ga0344219_14_13965_15197	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	13965	15197	NA	NA
	8038419249	Ga0344219_06_110595_111539	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	110595	111539	NA	NA
	8038419895	Ga0344219_10_81428_81637	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	81428	81637	NA	NA
	8038419283	Ga0344219_06_145167_145583	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	145167	145583	NA	NA
	8038417583	Ga0344219_01_230734_231153	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	230734	231153	NA	NA
	8038417549	Ga0344219_01_191751_191885	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	191751	191885	NA	NA
	8038419329	Ga0344219_06_195925_196254	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	195925	196254	NA	NA
	8038420001	Ga0344219_11_78616_79299	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	78616	79299	NA	NA
	8038418439	Ga0344219_03_94743_95948	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	94743	95948	NA	NA
	8038420029	Ga0344219_12_17305_17502	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	17305	17502	NA	NA
	8038420014	Ga0344219_12_5263_5652	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	5263	5652	NA	NA
	8038419897	Ga0344219_10_82020_82562	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	82020	82562	NA	NA
	8038419038	Ga0344219_05_146384_147265	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	146384	147265	NA	NA
	8038418411	Ga0344219_03_59453_59794	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	59453	59794	NA	NA
	8038418344	Ga0344219_03_5645_5854	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	5645	5854	NA	NA
	8038417470	Ga0344219_01_109145_109789	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	109145	109789	NA	NA
	8038419126	Ga0344219_05_242174_244333	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	242174	244333	NA	NA
	8038418835	Ga0344219_04_196437_196568	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	196437	196568	NA	NA
	8038417796	Ga0344219_01_449392_450396	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	449392	450396	NA	NA
	8038419784	Ga0344219_09_116902_117201	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	116902	117201	NA	NA
	8038417402	Ga0344219_01_44810_45061	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	44810	45061	NA	NA
	8038419585	Ga0344219_08_82024_82683	CRISPR-associated protein Csn2	8038417360	Enterococcus hirae F0221F 224	2	NA	82024	82683	NA	NA
	8038418412	Ga0344219_03_59875_60582	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	59875	60582	NA	NA
	8038417994	Ga0344219_02_130529_131218	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	130529	131218	NA	NA
	8038418260	Ga0344219_02_408379_408618	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	408379	408618	NA	NA
	8038419774	Ga0344219_09_112284_112511	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	112284	112511	NA	NA
	8038420174	Ga0344219_15_19951_20544	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	19951	20544	NA	NA
	8038418453	Ga0344219_03_105898_106113	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	105898	106113	NA	NA
	8038419878	Ga0344219_10_74183_74299	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	74183	74299	NA	NA
	8038419002	Ga0344219_05_108990_110021	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	108990	110021	NA	NA
	8038418256	Ga0344219_02_402927_403724	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	402927	403724	NA	NA
	8038420188	Ga0344219_17_1_116	5S ribosomal RNA	8038417360	Enterococcus hirae F0221F 224	2	NA	1	116	NA	NA
	8038419347	Ga0344219_06_212685_212800	5S ribosomal RNA	8038417360	Enterococcus hirae F0221F 224	2	NA	212685	212800	NA	NA
	8038417863	Ga0344219_01_504691_504806	5S ribosomal RNA	8038417360	Enterococcus hirae F0221F 224	2	NA	504691	504806	NA	NA
	8038418629	Ga0344219_04_1_115	5S ribosomal RNA	8038417360	Enterococcus hirae F0221F 224	2	NA	1	115	NA	NA
	8038419497	Ga0344219_07_155338_155453	5S ribosomal RNA	8038417360	Enterococcus hirae F0221F 224	2	NA	155338	155453	NA	NA
	8038419802	Ga0344219_10_12_127	5S ribosomal RNA	8038417360	Enterococcus hirae F0221F 224	2	NA	12	127	NA	NA
	8038417685	Ga0344219_01_327319_327948	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	327319	327948	NA	NA
	8038419293	Ga0344219_06_153769_154236	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	153769	154236	NA	NA
	8038419885	Ga0344219_10_76438_76596	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	76438	76596	NA	NA
	8038418880	Ga0344219_04_248931_249578	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	248931	249578	NA	NA
	8038418838	Ga0344219_04_199188_201338	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	199188	201338	NA	NA
	8038418121	Ga0344219_02_265185_265460	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	265185	265460	NA	NA
	8038419496	Ga0344219_07_155334_155462	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	155334	155462	NA	NA
	8038420054	Ga0344219_12_42246_42737	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	42246	42737	NA	NA
	8038417687	Ga0344219_01_328590_330062	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	328590	330062	NA	NA
	8038419875	Ga0344219_10_72722_73258	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	72722	73258	NA	NA
	8038418259	Ga0344219_02_406692_408356	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	406692	408356	NA	NA
	8038417525	Ga0344219_01_164518_164808	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	164518	164808	NA	NA
	8038419558	Ga0344219_08_53491_53901	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	53491	53901	NA	NA
	8038418765	Ga0344219_04_134711_135229	glycine/betaine/sarcosine/D-proline reductase family selenoprotein B	8038417360	Enterococcus hirae F0221F 224	2	NA	134711	135229	NA	NA
	8038417812	Ga0344219_01_471653_472312	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	471653	472312	NA	NA
	8038419114	Ga0344219_05_233358_233516	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	233358	233516	NA	NA
	8038417634	Ga0344219_01_280614_281129	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	280614	281129	NA	NA
	8038419320	Ga0344219_06_188868_189062	6S / SsrS RNA	8038417360	Enterococcus hirae F0221F 224	2	NA	188868	189062	NA	NA
	8038419794	Ga0344219_09_123994_124332	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	123994	124332	NA	NA
	8038420180	Ga0344219_16_877_2571	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	877	2571	NA	NA
	8038419540	Ga0344219_08_35398_35916	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	35398	35916	NA	NA
	8038419246	Ga0344219_06_107815_108156	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	107815	108156	NA	NA
	8038419780	Ga0344219_09_114628_114870	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	114628	114870	NA	NA
	8038418802	Ga0344219_04_167987_168220	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	167987	168220	NA	NA
	8038419996	Ga0344219_11_73770_73880	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	73770	73880	NA	NA
	8038417437	Ga0344219_01_75266_75745	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	75266	75745	NA	NA
	8038418207	Ga0344219_02_351964_352377	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	351964	352377	NA	NA
	8038418722	Ga0344219_04_90934_91059	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	90934	91059	NA	NA
	8038419479	Ga0344219_07_144318_145601	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	144318	145601	NA	NA
	8038419003	Ga0344219_05_110540_111505	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	110540	111505	NA	NA
	8038419061	Ga0344219_05_180859_181542	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	180859	181542	NA	NA
	8038418665	Ga0344219_04_41061_42578	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	41061	42578	NA	NA
	8038420121	Ga0344219_13_39097_39195	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	39097	39195	NA	NA
	8038419993	Ga0344219_11_72104_72646	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	72104	72646	NA	NA
	8038418047	Ga0344219_02_193573_193788	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	193573	193788	NA	NA
	8038419323	Ga0344219_06_190187_191113	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	190187	191113	NA	NA
	8038417543	Ga0344219_01_184275_186278	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	184275	186278	NA	NA
	8038417589	Ga0344219_01_232917_233108	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	232917	233108	NA	NA
	8038420097	Ga0344219_13_10330_11838	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	10330	11838	NA	NA
	8038417399	Ga0344219_01_42118_44013	D-proline reductase (dithiol) PrdA	8038417360	Enterococcus hirae F0221F 224	2	NA	42118	44013	NA	NA
	8038417401	Ga0344219_01_44336_44788	D-proline reductase (dithiol) PrdB	8038417360	Enterococcus hirae F0221F 224	2	NA	44336	44788	NA	NA
	8038417403	Ga0344219_01_45074_45811	D-proline reductase (dithiol) PrdD	8038417360	Enterococcus hirae F0221F 224	2	NA	45074	45811	NA	NA
	8038419006	Ga0344219_05_112553_112786	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	112553	112786	NA	NA
	8038419395	Ga0344219_07_53876_54037	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	53876	54037	NA	NA
	8038418959	Ga0344219_05_55796_57121	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	55796	57121	NA	NA
	8038417461	Ga0344219_01_97766_98479	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	97766	98479	NA	NA
	8038419757	Ga0344219_09_101003_102331	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	101003	102331	NA	NA
	8038419608	Ga0344219_08_107018_107839	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	107018	107839	NA	NA
	8038418916	Ga0344219_05_6351_7046	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	6351	7046	NA	NA
	8038420157	Ga0344219_15_4255_4617	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	4255	4617	NA	NA
	8038418766	Ga0344219_04_135605_136183	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	135605	136183	NA	NA
	8038418964	Ga0344219_05_61362_63557	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	61362	63557	NA	NA
	8038417993	Ga0344219_02_128262_129986	uncharacterized protein (TIGR04141 family)	8038417360	Enterococcus hirae F0221F 224	2	NA	128262	129986	NA	NA
	8038418905	Ga0344219_04_278727_279212	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	278727	279212	NA	NA
	8038420144	Ga0344219_14_23018_24076	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	23018	24076	NA	NA
	8038418592	Ga0344219_03_256845_257132	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	256845	257132	NA	NA
	8038418138	Ga0344219_02_285562_285711	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	285562	285711	NA	NA
	8038419900	Ga0344219_10_83385_83579	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	83385	83579	NA	NA
	8038419951	Ga0344219_11_27518_28372	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	27518	28372	NA	NA
	8038419383	Ga0344219_07_40891_41667	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	40891	41667	NA	NA
	8038420207	Ga0344219_24_821_937	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	821	937	NA	NA
	8038417991	Ga0344219_02_124923_125162	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	124923	125162	NA	NA
	8038418701	Ga0344219_04_75530_75802	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	75530	75802	NA	NA
	8038418523	Ga0344219_03_186025_187497	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	186025	187497	NA	NA
	8038418281	Ga0344219_02_431929_432249	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	431929	432249	NA	NA
	8038419362	Ga0344219_07_18862_19305	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	18862	19305	NA	NA
	8038417458	Ga0344219_01_96132_96329	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	96132	96329	NA	NA
	8038420030	Ga0344219_12_17536_17745	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	17536	17745	NA	NA
	8038420088	Ga0344219_13_1238_2290	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	1238	2290	NA	NA
	8038418980	Ga0344219_05_79934_80362	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	79934	80362	NA	NA
	8038418445	Ga0344219_03_99205_100026	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	99205	100026	NA	NA
	8038418708	Ga0344219_04_78902_79828	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	78902	79828	NA	NA
	8038417503	Ga0344219_01_140235_140657	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	140235	140657	NA	NA
	8038417866	Ga0344219_02_1067_1990	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	1067	1990	NA	NA
	8038417709	Ga0344219_01_353855_355033	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	353855	355033	NA	NA
	8038417397	Ga0344219_01_40111_40281	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	40111	40281	NA	NA
	8038419832	Ga0344219_10_36281_36526	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	36281	36526	NA	NA
	8038419235	Ga0344219_06_99788_100048	hypothetical protein	8038417360	Enterococcus hirae F0221F 224	2	NA	99788	100048	NA	NA
